name,category,address,hours,rating,price,avg_bill,middle_avg_bill,middle_coffee_cup,chain,seats,city,avg_bill_from,avg_bill_to
phoplus,быстрое питание,новодмитровская улица 5а стр. 2,"ежедневно,10:00–22:00",8.6,средние,средний счёт:до 350 ₽,350.0,,0,44.0,Москва,50.0,350.0
pacha mama. smoothie point,быстрое питание,новодмитровская улица 2 корп. 5,"пн-пт 09:00–22:00; сб,вс 11:00–22:00",8.6,,,,,0,,Москва,,-1.0
примавера,пиццерия,сущёвская улица 25 стр. 1,"пн-пт 11:00–00:00; сб,вс 12:00–00:00",8.8,,,,,0,70.0,Москва,,-1.0
вьеткафе,ресторан,улица чаянова 22 стр. 4,"ежедневно,11:00–23:00",8.8,выше среднего,средний счёт:1000–1500 ₽,1250.0,,0,84.0,Москва,1000.0,1500.0
сущевский двор,ресторан,2-й вышеславцев переулок 17,"ежедневно,12:00–00:00",8.6,высокие,средний счёт:3000–3500 ₽,3250.0,,0,48.0,Москва,3000.0,3500.0
кофейня 1554,кофейня,новослободская улица 50/1с1,"пн-пт 08:00–22:00; сб,вс 09:00–22:00",9.0,средние,цена чашки капучино:170–220 ₽,,195.0,0,,Москва,170.0,220.0
му-му,кофейня,новослободская улица 4,"пн-пт 09:00–22:00; сб,вс 10:00–21:00",8.6,,,,,1,120.0,Москва,,-1.0
техника без опасности,"бар, паб",сущёвская улица 21 стр. 10,"пн-чт 18:00–02:00; пт,сб 18:00–06:00; вс 18:00–02:00",9.2,высокие,цена бокала пива:380–400 ₽,,,0,78.0,Москва,380.0,400.0
asiatique kitchen x bar,"бар, паб",лесная улица 20 стр. 5,"пн-чт 12:00–00:00; пт,сб 12:00–05:00; вс 12:00–00:00",9.2,высокие,средний счёт:1200–3000 ₽,2100.0,,0,140.0,Москва,1200.0,3000.0
винный бар шали вали,ресторан,новодмитровская улица 2 корп. 6,"ежедневно,12:00–23:00",8.4,средние,,,,0,30.0,Москва,,-1.0
eat street,пиццерия,планетная улица 45,"ежедневно,10:00–23:00",9.6,,,,,0,,Москва,,-1.0
family ресто-бар,ресторан,улица правды 24 стр. 8,"ежедневно,12:00–00:00",8.2,средние,средний счёт:500–1000 ₽,750.0,,0,30.0,Москва,500.0,1000.0
хинкальная на руставели,ресторан,улица руставели 15,"пн-пт 10:00–23:00; сб,вс 11:00–23:00",8.4,,,,,0,35.0,Москва,,-1.0
coffeeshots,кофейня,улица правды 24с4,"пн-пт 08:00–20:00; сб,вс 09:00–20:00",8.6,,цена чашки капучино:100–170 ₽,,135.0,0,,Москва,100.0,170.0
coffee guru,кофейня,новодмитровская улица 2 корп. 1,"пн-пт 08:00–21:00; сб,вс 11:00–21:00",8.4,,цена чашки капучино:от 89 ₽,,89.0,1,80.0,Москва,89.0,-1.0
vasilchukí chaihona №1,ресторан,ленинградский проспект 31а стр. 1,"пн-чт 11:00–00:00; пт,сб 11:00–01:00; вс 11:00–00:00",8.6,выше среднего,средний счёт:от 1500 ₽,1500.0,,1,625.0,Москва,1500.0,-1.0
почитательная,кофейня,сущёвская улица 14,"ежедневно,09:00–20:00",9.0,,,,,0,,Москва,,-1.0
кафе,кофейня,улица авиаконструктора сухого 2 корп. 1,"пн-пт 09:00–23:00; сб,вс 09:00–22:00",9.0,,,,,1,,Москва,,-1.0
кофемания,кофейня,лесная улица 20 стр. 3,"пн-пт 09:00–22:00; сб,вс 10:00–22:00",8.8,средние,средний счёт:700–1400 ₽,1050.0,,1,500.0,Москва,700.0,1400.0
нужно зайти,кафе,вятская улица 27 стр. 12,"пн-пт 08:00–21:00; сб,вс 10:00–20:00",8.0,,,,,0,120.0,Москва,,-1.0
point 242,кофейня,октябрьская улица 9/1,"пн-пт 08:00–21:00; сб,вс 09:00–21:00",9.2,,,,,0,20.0,Москва,,-1.0
мореморе,ресторан,новослободская улица 24 стр. 1,"ежедневно,12:00–23:00",8.6,,,,,0,217.0,Москва,,-1.0
ми пьяче,пиццерия,улица чаянова 22 стр. 4,"пн-пт 11:00–00:00; сб,вс 12:00–00:00",8.8,высокие,средний счёт:1500–2000 ₽,1750.0,,0,84.0,Москва,1500.0,2000.0
jeffrey's coffeeshop,кофейня,улица авиаконструктора сухого 2 корп. 1,"ежедневно,08:30–21:00",8.8,средние,,,,0,,Москва,,-1.0
злачное место,"бар, паб",улица руставели 15,"ежедневно,12:00–23:00",8.6,,цена бокала пива:260–380 ₽,,,0,35.0,Москва,260.0,380.0
cofix,кофейня,новодмитровская улица 2 корп. 2,"пн-пт 07:00–22:00; сб,вс 08:00–21:00",8.4,низкие,цена чашки капучино:от 60 ₽,,60.0,1,44.0,Москва,60.0,-1.0
столовая-кафе росинка,столовая,новослободская улица 45а,пн-пт 08:00–19:00,9.0,средние,средний счёт:280–290 ₽,285.0,,0,,Москва,280.0,290.0
bổ,кафе,лесная улица 20 стр. 3,"пн-чт 10:00–23:00; пт,сб 10:00–02:00; вс 10:00–23:00",8.6,средние,средний счёт:800–1000 ₽,900.0,,1,500.0,Москва,800.0,1000.0
чайхона айва,кафе,ленинградский проспект 45 корп. 1,"ежедневно,круглосуточно",8.6,,,,,1,625.0,Москва,,-1.0
шоколадница,кофейня,ленинградский проспект 36,"пн-пт 09:00–22:00; сб,вс 10:00–22:00",8.2,,,,,1,150.0,Москва,,-1.0
штолле,булочная,улица сущёвский вал 3/5а,пн-пт 08:00–21:00; сб 08:00–20:00; вс 09:00–20:00,8.6,,,,,1,98.0,Москва,,-1.0
кофемания,кофейня,лесная улица 5,"ежедневно,круглосуточно",8.8,высокие,средний счёт:2000 ₽,2000.0,,1,140.0,Москва,2000.0,-1.0
layerz bakery,кофейня,новослободская улица 73 стр. 1,"пн-пт 08:00–20:00; сб,вс 09:00–20:00",8.6,,,,,0,217.0,Москва,,-1.0
правда кофе,кофейня,большая новодмитровская улица 36с6,"пн-пт 07:30–22:00; сб,вс 08:00–22:00",8.4,,цена чашки капучино:70–150 ₽,,110.0,1,,Москва,70.0,150.0
прайм тайм,ресторан,1-я останкинская улица 7а стр. 19,"ежедневно,12:00–23:00",8.6,выше среднего,средний счёт:1500–3000 ₽,2250.0,,0,230.0,Москва,1500.0,3000.0
кулинарная лавка братьев караваевых,кафе,сущёвская улица 27 стр. 1,"ежедневно,08:00–23:00",8.8,средние,средний счёт:360 ₽,360.0,,1,70.0,Москва,360.0,-1.0
арамье,булочная,тимирязевская улица 17а,"ежедневно,09:00–21:00",8.6,,,,,1,0.0,Москва,,-1.0
раки beer & wine,"бар, паб",3-я улица ямского поля 9,"пн-чт 12:00–00:00; пт,сб 12:00–02:00; вс 12:00–00:00",8.8,высокие,средний счёт:2500–4000 ₽,3250.0,,0,60.0,Москва,2500.0,4000.0
диван,кафе,улица сущёвский вал 5с1,"ежедневно,09:00–21:00",9.6,,,,,0,,Москва,,-1.0
pho,ресторан,ленинградский проспект 36,"ежедневно,10:00–22:00",8.4,средние,средний счёт:400–1200 ₽,800.0,,0,150.0,Москва,400.0,1200.0
халяль,булочная,огородный проезд 14,"ежедневно,08:00–22:00",9.6,,,,,1,70.0,Москва,,-1.0
чайхана 24/7,кафе,стрелецкая улица 10,"ежедневно,круглосуточно",8.6,,,,,0,,Москва,,-1.0
кавказ фуд,кафе,бутырская улица 46 стр. 1,пн-сб 09:00–21:00,8.4,средние,средний счёт:300–600 ₽,450.0,,0,98.0,Москва,300.0,600.0
горизонт,кафе,тимирязевская улица 1 стр. 3,пн-пт 09:00–18:00,8.6,,,,,0,,Москва,,-1.0
стейк&устрица,"бар, паб",ленинградский проспект 24,"пн-чт 12:00–01:00; пт,сб 12:00–02:00; вс 12:00–01:00",8.6,высокие,,,,0,70.0,Москва,,-1.0
домино'с пицца,пиццерия,башиловская улица 3 корп. 1,"ежедневно,10:00–23:00",8.4,средние,,,,1,10.0,Москва,,-1.0
it's сот - кофейня,кофейня,бумажный проезд 14 стр. 1,пн-пт 08:00–19:00,8.8,средние,цена чашки капучино:90–240 ₽,,165.0,0,,Москва,90.0,240.0
порто миконос,ресторан,сущёвская улица 27 стр. 2,"пн-чт 12:00–23:00; пт,сб 12:00–00:00; вс 12:00–23:00",8.6,,,,,0,77.0,Москва,,-1.0
додо пицца,пиццерия,улица верхняя масловка 10 стр. 4,"ежедневно,10:00–23:00",8.6,,средний счёт:375 ₽,375.0,,1,50.0,Москва,375.0,-1.0
трапеzа,столовая,улица бутырский вал 68/70с1,пн-пт 08:30–17:00,8.6,,средний счёт:250–350 ₽,300.0,,0,,Москва,250.0,350.0
волконский,булочная,улица сущёвский вал 22,"ежедневно,07:30–20:00",9.0,,,,,1,80.0,Москва,,-1.0
8bit pizza,пиццерия,бутырская улица 46 стр. 1,"ежедневно,09:00–22:00",8.4,средние,средний счёт:200–500 ₽,350.0,,0,98.0,Москва,200.0,500.0
сезоны,кафе,17-й проезд марьиной рощи 4 корп. 1,"пн-пт 09:00–21:00; сб,вс 11:00–21:00",2.8,,,,,0,,Москва,,-1.0
mátes pizza,пиццерия,ленинградский проспект 29 корп. 3,"ежедневно,10:00–00:00",8.6,выше среднего,средний счёт:800–1500 ₽,1150.0,,0,232.0,Москва,800.0,1500.0
grab'n go,кофейня,улица правды 24 стр. 2,"ежедневно,09:00–21:00",8.6,средние,цена чашки капучино:150–250 ₽,,200.0,0,49.0,Москва,150.0,250.0
фудхолл дружба,ресторан,новослободская улица 4,"ежедневно,10:00–22:00",9.2,,,,,0,120.0,Москва,,-1.0
оливка,кафе,красностуденческий проезд 4 стр. 2,"ежедневно,08:00–00:00",8.6,,,,,0,5.0,Москва,,-1.0
сторожка,кафе,ивановская улица 3 стр. 2,"ежедневно,08:00–20:00",9.8,,,,,0,,Москва,,-1.0
паназиатское бистро эйва,ресторан,ходынский бульвар 2,"ежедневно,12:00–00:00",8.8,выше среднего,средний счёт:1000–2000 ₽,1500.0,,0,28.0,Москва,1000.0,2000.0
мидийное место,ресторан,новослободская улица 4,"ежедневно,10:00–22:00",9.4,,,,,0,120.0,Москва,,-1.0
brasserie lambic,"бар, паб",ходынский бульвар 2,"пн-чт 12:00–00:00; пт,сб 12:00–03:00; вс 12:00–00:00",8.8,,,,,0,28.0,Москва,,-1.0
it's сот-кофейня,кофейня,1-я улица ямского поля 17к12,пн-пт 08:00–19:00,8.8,,,,,0,,Москва,,-1.0
shirshov,кофейня,улица сущёвский вал 5 стр. 5,"ежедневно,08:00–21:00",8.6,,,,,0,50.0,Москва,,-1.0
craft buffet,кафе,3-я улица ямского поля 2 корп. 3,пн-пт 09:00–20:00,8.6,,,,,0,50.0,Москва,,-1.0
самаргало,кафе,2-й щемиловский переулок 4,"ежедневно,10:00–22:00",8.6,средние,средний счёт:250–500 ₽,375.0,,0,30.0,Москва,250.0,500.0
al33 пиццерия бар боттега,пиццерия,ленинградский проспект 33 корп. 4,"ежедневно,10:00–23:00",8.6,средние,средний счёт:600 ₽,600.0,,0,67.0,Москва,600.0,-1.0
бар wild tony,"бар, паб",ленинградский проспект 47 стр. 13,"пн-чт 12:00–00:00; пт,сб 12:00–02:00; вс 14:00–23:00",8.8,,цена бокала пива:200–300 ₽,,,0,,Москва,200.0,300.0
грузинская кухня,ресторан,бутырская улица 69-71с1,"ежедневно,11:00–23:00",8.2,,,,,1,,Москва,,-1.0
диван,быстрое питание,улица сущёвский вал 5 стр. 5,"ежедневно,10:00–21:00",8.8,,,,,1,50.0,Москва,,-1.0
street food,кофейня,улица сущёвский вал 5с5,"ежедневно,09:00–20:00",7.6,,,,,0,,Москва,,-1.0
пончики,кафе,1-я останкинская улица с1,"ежедневно,11:00–19:00",8.8,,,,,0,,Москва,,-1.0
мимино,ресторан,улица палиха 1/36,"ежедневно,11:30–23:30",8.6,высокие,средний счёт:2000–2500 ₽,2250.0,,1,,Москва,2000.0,2500.0
тарелка в бц ямское поле,столовая,3-я улица ямского поля 2 корп. 26,пн-пт 08:00–18:00,8.6,,,,,0,60.0,Москва,,-1.0
sea-тория,ресторан,ленинградский проспект 48,"ежедневно,11:00–00:00",8.6,высокие,средний счёт:3000–3500 ₽,3250.0,,0,150.0,Москва,3000.0,3500.0
шварцкайзер,"бар, паб",суворовская площадь 1/52к2,пн-сб 11:00–23:00; вс 12:00–23:00,8.8,выше среднего,средний счёт:от 1500 ₽,1500.0,,0,,Москва,1500.0,-1.0
camera obscura,кофейня,новослободская улица 16,"пн-пт 08:00–20:00; сб,вс 11:00–19:00",8.8,,,,,0,343.0,Москва,,-1.0
шоколадница,кофейня,дмитровское шоссе 13а,пн-пт 08:00–23:00; сб 10:00–23:00; вс 10:00–22:00,8.4,средние,цена чашки капучино:249–284 ₽,,266.0,1,190.0,Москва,249.0,284.0
хинкальная jn,кафе,часовая улица 11/3с1,"ежедневно,11:00–23:00",8.6,средние,,,,0,,Москва,,-1.0
пороселло,"бар, паб",сущёвская улица 21 стр. 7,"ежедневно,круглосуточно",8.8,выше среднего,цена бокала пива:от 350 ₽,,,0,60.0,Москва,350.0,-1.0
штолле,булочная,ленинградский проспект 62,"пн-пт 08:00–21:00; сб,вс 09:00–21:00",9.0,,,,,1,48.0,Москва,,-1.0
cofix,кофейня,бутырская улица 97,"пн-пт 07:00–22:00; сб,вс 08:00–22:00",8.2,,,,,1,0.0,Москва,,-1.0
персоны,столовая,ленинградский проспект 37,пн-пт 08:30–18:00,8.8,,,,,0,26.0,Москва,,-1.0
манфит,кофейня,новодмитровская улица 5а стр. 2,"ежедневно,09:00–22:00",8.8,,,,,0,44.0,Москва,,-1.0
кофепорт,кофейня,улица двинцев 12 корп. 1б,пн-пт 08:00–19:00; сб 08:00–18:30,8.4,,цена чашки капучино:90–100 ₽,,95.0,1,,Москва,90.0,100.0
гриль-бар puerto madero,"бар, паб",ходынский бульвар 2,"ежедневно,круглосуточно",8.6,высокие,средний счёт:2000–2500 ₽,2250.0,,0,28.0,Москва,2000.0,2500.0
stone crab bar&restaurant,"бар, паб",ленинградский проспект 15с1,пн-чт 11:00–23:00; пт-вс 11:00–00:00,8.6,высокие,средний счёт:1500–2500 ₽,2000.0,,0,,Москва,1500.0,2500.0
