,name,category,address,hours,rating,avg_bill,middle_coffee_cup
3353,Агат,Столовая,"Новосибирск , Залесского , 4","пн - пт 10.00 – 17.00 , сб 10.00 – 15.00",,До 700 рублей средний чек,
3354,Аджикинежаль,Ресторан,"Новосибирск , Красный просп., 37",пн - вс 12.00 – 0.00,,700 – 1700 рублей средний чек,
3355,Аджикинежаль,Ресторан,"Новосибирск , пл.Карла Маркса , 1 / 1",пн - вс 12.00 – 0.00,,700 – 1700 рублей средний чек,
3356,Аджикинежаль,Ресторан,"Новосибирск , Ватутина , 107 , ТЦ « Мега Новосибирск »",пн - вс 10.00 – 22.00,,700 – 1700 рублей средний чек,
3357,Аджикинежаль,Ресторан,"Новосибирск , Ильича , 6","пн - чт , вс 12.00 – 0.00 , пт - сб 12.00 – 2.00",,700 – 1700 рублей средний чек,
3358,Аджикинежаль,Ресторан,"Новосибирск , Красный просп., 157 / 1","пн - чт , вс 12.00 – 0.00 , пт - сб 12.00 – 2.00",,700 – 1700 рублей средний чек,
3359,Адмирал,Кафе,"Новосибирск , Пархоменко , 26","пн - чт , вс 11.00 – 0.00 , пт - сб 11.00 – 2.00",,700 – 1700 рублей средний чек,
3360,Азия плюс,Кафе,"Новосибирск , Колхидская , 11","пн - чт 20.00 – 3.00 , пт - вс 18.00 – 6.00",,700 – 1700 рублей средний чек,
3361,Академия кофе,Кофейня,"Новосибирск , Ленина , 3",пн - вс 7.30 – 23.00,,,
3362,Академия кофе,Кофейня,"Новосибирск , просп.Карла Маркса , 47",пн - вс 7.30 – 22.00,,,
3363,Академия кофе,Кофейня,"Новосибирск , Вокзальная магистраль , 16",пн - вс 7.30 – 22.00,,,
3364,Академия кофе,Кофейня,"Новосибирск , Морской просп., 2",пн - вс 7.30 – 23.00,,,
3365,Академия кофе,Кофейня,"Новосибирск , Дуси Ковальчук , 179 / 2",пн - вс 7.30 – 23.00,,,
3366,Академия кофе,Кофейня,"Новосибирск , Ипподромская , 8",пн - вс 7.30 – 22.00,,,
3367,Акварио,Кафе,"Новосибирск , Вокзальная магистраль , 1 / 1 , БЦ « Лига - Капитал », 1 этаж",пн - пт 9.00 – 18.00,,До 700 рублей средний чек,
3368,Аквилон,Кафе,"Новосибирск , Бродского , 11 , ГК « Аквилон »",круглосуточно,,До 700 рублей средний чек,
3369,Александрия,Банкетный зал,"Новосибирск , Кропоткина , 271",по предварительной договоренности,,,
3370,Аленушка,Кафе,"Новосибирск , пос.Коченево , Линейная , 23",пн - вс 6.00 – 19.00,,До 700 рублей средний чек,
3371,Алмаз,Бар,"Новосибирск , Красный просп., 182 , ТЦ « Европа »","пн - чт , вс 12.00 – 2.00 , пт - сб 12.00 – 4.00",,700 – 1700 рублей средний чек,
3372,Алмаз,Столовая,"Новосибирск , 2 - я Станционная , 52а",пн - пт 10.00 – 16.00,,До 700 рублей средний чек,
3373,Алтан,Ресторан,"Новосибирск , просп.Димитрова , 7 , 1 этаж",пн - вс 10.00 – 22.00,,До 700 рублей средний чек,
3374,Алтан,Ресторан,"Новосибирск , Кирова , 108",пн - вс 9.00 – 21.00,,До 700 рублей средний чек,
3375,Альпака,Кофейня,"Новосибирск , Приморская , 24","пн - пт 7.30 – 21.30 , сб - вс 10.30 – 21.30",,,
3376,Альпари,Кафе,"Новосибирск , Сибиряков - Гвардейцев , 56 , корп.1",пн - вс 11.00 – 23.00,,До 700 рублей средний чек,
3377,Амазонка,Столовая,"Новосибирск , Советская , 58",пн - пт 9.00 – 18.00,,До 700 рублей средний чек,
3378,Амбар,Кафе,"Новосибирск , Ленина , 48",пн - вс 12.00 – 0.00,,700 – 1700 рублей средний чек,
3379,Амир,Кафе,"Новосибирск , Кирова , 177","пн - чт , вс 12.00 – 1.00 , пт - сб 12.00 – 2.00",,700 – 1700 рублей средний чек,
3380,Анаит,Кафе,"Новосибирск , Мусы Джалиля , 14",пн - вс 12.00 – 0.00,,700 – 1700 рублей средний чек,
3381,Анора,Кафе,"Новосибирск , просп.Дзержинского , 4 / 1",пн - вс 8.00 – 22.00,,До 700 рублей средний чек,
3382,Апельсин,Столовая,"Новосибирск , Мичурина , 12а",пн - вс 9.00 – 20.00,,До 700 рублей средний чек,
3383,Аппетито,Столовая,"Новосибирск , Челюскинцев , 36 / 1",пн - пт 9.00 – 17.00,,До 700 рублей средний чек,
3384,Апшерон,Кафе,"Новосибирск , просп.Дзержинского , 6 , корп.1","пн - чт , вс 10.00 – 0.00 , пт - сб 10.00 – 1.00",,До 700 рублей средний чек,
3385,Арабика,Банкетный зал,"Новосибирск , Ипподромская , 56",по предварительной договоренности,,,
3386,Арагви,Ресторан,"Новосибирск , Сибиряков - Гвардейцев , 26",пн - вс 11.00 – 23.00,,До 700 рублей средний чек,
3387,Арас,Столовая,"Новосибирск , Дуси Ковальчук , 77а , 1 этаж",пн - вс 9.00 – 20.00,,До 700 рублей средний чек,
3388,Арбат Lounge,Караоке,"Новосибирск , Крылова , 26 , ТЦ « Москва »",пн - вс 20.00 – 6.00,,700 – 1700 рублей средний чек,
3389,Арзу,Кафе,"Новосибирск , Толстого , 117",пн - вс 9.00 – 23.00,,До 700 рублей средний чек,
3390,Арт - лига,Банкетный зал,"Новосибирск , Вокзальная магистраль , 1 / 1 , БЦ « Лига - капитал », 1 этаж",по предварительной договоренности,,,
3391,Арт П.А.Б.,Кафе,"Новосибирск , Терешковой , 12а , 2 этаж","пн - чт 12.00 – 0.00 , пт 12.00 – 3.00 , сб 16.00 – 3.00 , вс 16.00 – 0.00",,700 – 1700 рублей средний чек,
3392,Астория,Кафе,"Новосибирск , Богдана Хмельницкого , 11",пн - вс 12.00 – 0.00,,До 700 рублей средний чек,
3393,АСТС - Столовая № 6,Столовая,"Новосибирск , просп.Академика Лаврентьева , 11 / 5",пн - пт 10.00 – 18.00,,До 700 рублей средний чек,
3394,Атерра - сьют,Кафе,"Новосибирск , Писарева , 1а",пн - пт 7.30 – 20.00,,До 700 рублей средний чек,
3395,Атмосфера,Ресторан,"Новосибирск , Кирова , 113 , офис 346 , 3 этаж",,,,
3396,АТП - 3,Столовая,"Новосибирск , Тюменская , 2",пн - пт 8.00 – 16.00,,До 700 рублей средний чек,
3397,Афродита,Кафе,"Новосибирск , Коченевский р - н , пос.Коченево , Банковская , 12",пн - вс 12.00 – 23.00,,До 700 рублей средний чек,
3398,Ахтамар,Ресторан,"Новосибирск , Николая Островского , 118 , корп.1",пн - вс 10.00 – 23.00,,До 700 рублей средний чек,
3399,Аян,Кафе,"Новосибирск , Фрунзе , 232",пн - пт 10.00 – 20.00,,До 700 рублей средний чек,
3400,Аян,Ресторан,"Новосибирск , ​ Фрунзе , 232",пн - пт 10.00 – 20.00,,До 700 рублей средний чек,
3401,Байкал,Кафе,"Новосибирск , Северный объезд , 1 / 2 , придорожный комплекс « Байкал 54 »",пн - вс 7.00 – 1.00,,До 700 рублей средний чек,
3402,Бакинский двор,Ресторан,"Новосибирск , Троллейная , 1 / 1",пн - вс 10.00 – 0.00,,700 – 1700 рублей средний чек,
3403,Балджын,Ресторан,"Новосибирск , ​ Кошурникова , 5",пн - вс 10.00 – 21.00,,,
3404,Балкан - гриль,Ресторан,"Новосибирск , Фрунзе , 3 , цокольный этаж",пн - вс 12.00 – 0.00,,1700 – 3000 рублей средний чек,
3405,Бамбук,Ресторан,"Новосибирск , Станиславского , 11",пн - вс 14.00 – 2.00,,,
3406,Банкетный зал,Банкетный зал,"Новосибирск , Аникина , 23",по предварительной договоренности,,,
3407,Банкетный зал,Банкетный зал,"Новосибирск , Богдана Хмельницкого , 40 , Дворец Культуры имени М.Горького",по предварительной договоренности,,,
3408,Банкетный зал,Банкетный зал,"Новосибирск , Выборная , 29 , гостиничный комплекс « ДК »",по предварительной договоренности,,,
3409,Банкетный зал,Банкетный зал,"Новосибирск , Пархоменко , 7",по предварительной договоренности,,,
3410,Банкетный повар,Ресторан,"Новосибирск , Писарева , 40",,,,
3411,Банчетто,Банкетный зал,"Новосибирск , просп.Дзержинского , 16",по предварительной договоренности,,,
3412,Бар,Бар,"Новосибирск , Ватутина , 44 , оздоровительный комплекс « Все бани мира »",круглосуточно,,До 700 рублей средний чек,
3413,Барабас,Караоке,"Новосибирск , Мусы Джалиля , 14 / 1","зимний период : чт 18.00 – 2.00 , пт - сб 20.00 – 6.00 ; летний период : пт - сб 20.00 – 6.00",,До 700 рублей средний чек,
3414,Барак,Кафе,"Новосибирск , Серафимовича , 4",пн - вс 12.00 – 0.00,,700 – 1700 рублей средний чек,
3415,Баранешь,Кафе,"Новосибирск , Дуси Ковальчук , 394","пн - чт , вс 12.00 – 0.00 , пт - сб 12.00 – 2.00",,700 – 1700 рублей средний чек,
