name,category,address,hours,rating,avg_bill,middle_coffee_cup
All Seasons,Ресторан,"Санкт - Петербург , Б.Морская , 34","пн - вс 12.00 – 16.00 , 17.00 – 23.00",,1700 – 3000 рублей средний чек,
Almond,Кафе,"Санкт - Петербург , просп.Металлистов , 115 , отель « Полюстрово »",пн - вс 11.00 – 23.00,,700 – 1700 рублей средний чек,
Al Petra,Кафе,"Санкт - Петербург , Волковское ш., 32 , дисконт - центр « Радиус », 3 этаж",пн - вс 10.00 – 22.00,,До 700 рублей средний чек,
Al Petra,Кафе,"Санкт - Петербург , Савушкина , 126 , ТРК « Атлантик - сити », 3 этаж",пн - вс 10.00 – 22.00,,До 700 рублей средний чек,
Al Petra,Кафе,"Санкт - Петербург , Балканская пл., 5 , литера Я , ТРК « Балканский - 3 »",пн - вс 10.00 – 22.00,,До 700 рублей средний чек,
Alta marea,Ресторан,"Санкт - Петербург , Приморский просп., 72 , ТЦ « Питер - ленд »","пн - чт , вс 13.00 – 0.00 , пт - сб 13.00 – 2.00",,700 – 1700 рублей средний чек,
Altezza,Банкетный зал,"Санкт - Петербург , Лахтинская , 16 , литера А , БЦ « Астра »",по предварительной договоренности,,,
Alt velvet,Кафе,"Санкт - Петербург , просп.Стачек , 57","пн - чт 11.00 – 1.00 , пт 11.00 – 2.30 , сб 12.00 – 2.30 , вс 12.00 – 1.00",,1700 – 3000 рублей средний чек,
Amazing Cacao,Кондитерская,"Санкт - Петербург , Загородный просп., 5","пн - пт 8.00 – 22.00 , сб - вс 9.00 – 22.00",,,
Ambar the Farm,Банкетный зал,"Санкт - Петербург , Красносельское ш., 99",по предварительной договоренности,,,
Am Coffee,Кофейня,"Санкт - Петербург , Чайковского , 56",пн - вс 10.00 – 22.00,,,
Amo cucinare,Ресторан,"Санкт - Петербург , Б.Конюшенная , 5",пн - вс 11.00 – 23.00,,1700 – 3000 рублей средний чек,
Amo la pizza,Ресторан,"Санкт - Петербург , просп.Металлистов , 116 , литера А",пн - вс 10.00 – 22.00,,До 700 рублей средний чек,
Amshel ' Bar,Бар,"Санкт - Петербург , наб.реки Фонтанки , 20 , лофт « Голицын »",пн - вс 12.00 – 3.00,,700 – 1700 рублей средний чек,
Amsterdam,Ресторан,"Санкт - Петербург , Московский просп., 173",пн - вс 12.00 – 6.00,,700 – 1700 рублей средний чек,
Amulet,Банкетный зал,"Санкт - Петербург , Восстания , 35 / 40",по предварительной договоренности,,,
Amulet,Банкетный зал,"Санкт - Петербург , просп.Народного Ополчения , 6",по предварительной договоренности,,,
Ananda,Ресторан,"Санкт - Петербург , Б.Пушкарская , 45","пн - пт 8.00 – 22.00 , сб - вс 10.00 – 22.00",,До 700 рублей средний чек,
Angar,Ресторан,"Санкт - Петербург , Всеволожский р - н , пос.Бугры , Полевая , 12","пн - чт , вс 16.00 – 1.00 , пт - сб 16.00 – 3.00",,700 – 1700 рублей средний чек,
Animals,Ресторан,"Санкт - Петербург , Некрасова , 60","пн 12.00 – 23.00 , вт - вс 10.00 – 23.00",,700 – 1700 рублей средний чек,
Antico,Ресторан,"Санкт - Петербург , Б.Конюшенная , 29","пн - чт , вс 12.00 – 23.00 , пт - сб 12.00 – 0.00",,700 – 1700 рублей средний чек,
Any.Day,Ресторан,"Санкт - Петербург , Херсонская , 12 , БЦ Renaissance Pravda","пн - чт 8.30 – 18.00 , пт 8.30 – 17.00",,До 700 рублей средний чек,
Any.Pasta.Pizza.Bar,Ресторан,"Санкт - Петербург , Невский просп., 11",пн - вс 11.00 – 23.00,,700 – 1700 рублей средний чек,
Any.Pasta.Pizza.Bar,Ресторан,"Санкт - Петербург , Зона « Парнас », пересечение КАД и просп.Энгельса , ТЦ « Мега Парнас »","пн - чт , вс 10.00 – 22.00 , пт - сб 10.00 – 23.00",,700 – 1700 рублей средний чек,
Apetit Paris,Кафе,"Санкт - Петербург , Фермское ш., 16",пн - вс 9.00 – 21.00,,До 700 рублей средний чек,
Après Ski,Ресторан,"Санкт - Петербург , Всеволжский р - н , дер.Мистолово , Людмилы Кедриной , 1 , литера А , курорт « Охта - парк »","пн - вс 9.00 – 11.00 , 12.00 – 23.00",,1700 – 3000 рублей средний чек,
Arancino,Ресторан,"Санкт - Петербург , М.Конюшенная , 14","пн - чт , вс 11.00 – 23.00 , пт - сб 11.00 – 0.00",,700 – 1700 рублей средний чек,
Arcobaleno,Ресторан,"Санкт - Петербург , Б.Морская , 54",пн - вс 7.00 – 23.00,,1700 – 3000 рублей средний чек,
Arena,Бар,"Санкт - Петербург , Капитанская , 4",пн - вс 9.00 – 23.00,,700 – 1700 рублей средний чек,
Arij & Rigif,Фастфуд,"Санкт - Петербург , ​ Б.Конюшенная , 9",круглосуточно,,До 700 рублей средний чек,
Art - Caviar,Ресторан,"Санкт - Петербург , Б.Конюшенная , 10",пн - вс 12.00 – 23.00,,1700 – 3000 рублей средний чек,
Art Is Art,Кафе,"Санкт - Петербург , просп.Энгельса , 154 , ТРК « Гранд - каньон »","пн - пт 11.00 – 22.00 , сб - вс 10.00 – 22.00",,700 – 1700 рублей средний чек,
Artist,Кафе,"Санкт - Петербург , 13 - я линия В.О., 70",пн - вс 12.00 – 23.00,,700 – 1700 рублей средний чек,
Art Lab Medovarus,Бар,"Санкт - Петербург , Мучной пер., 5",пн - вс 12.00 – 23.00,,До 700 рублей средний чек,
Arumel,Кондитерская,"Санкт - Петербург , Всеволожский р - н , Кудрово , Столичная , 11 , корп.3",,,,
Asianbox,Ресторан,"Санкт - Петербург , Б.Сампсониевский просп., 60",пн - пт 10.00 – 20.00,,До 700 рублей средний чек,
Asiatiq Ramen Bar,Ресторан,"Санкт - Петербург , Вознесенский просп., 57",пн - вс 12.00 – 23.00,,До 700 рублей средний чек,
Asia Лапша,Ресторан,"Санкт - Петербург , Грибалевой , 7 , корп.3 , стр.1",пн - вс 11.00 – 23.00,,700 – 1700 рублей средний чек,
Asia Лапша,Ресторан,"Санкт - Петербург , Яхтенная , 24 , корп.2",пн - вс 11.00 – 23.00,,700 – 1700 рублей средний чек,
Askaneli,Ресторан,"Санкт - Петербург , пос.Солнечное , Приморское ш., 364д",пн - вс 12.00 – 23.00,,700 – 1700 рублей средний чек,
Askaneli Georgian Bistro,Ресторан,"Санкт - Петербург , Итальянская , 2",пн - вс 12.00 – 0.00,,700 – 1700 рублей средний чек,
Aster,Кафе,"Санкт - Петербург , Маяковского , 23",пн - вс 9.00 – 23.00,,700 – 1700 рублей средний чек,
Aster Bakery,Кафе,"Санкт - Петербург , просп.Римского - Корсакова , 22",пн - вс 10.00 – 23.00,,700 – 1700 рублей средний чек,
Astoria,Кафе,"Санкт - Петербург , Б.Морская , 39 , гостиница « Астория », 1 этаж",пн - вс 7.00 – 0.00,,1700 – 3000 рублей средний чек,
A - Style,Кафе,"Санкт - Петербург , наб.реки Фонтанки , 40",пн - вс 11.00 – 23.00,,700 – 1700 рублей средний чек,
A - Style,Кафе,"Санкт - Петербург , Кирочная , 12",пн - вс 11.00 – 23.00,,700 – 1700 рублей средний чек,
Atlas by Cuisine,Кафе,"Санкт - Петербург , Транспортный пер., 15","пн - чт , вс 8.00 – 20.00 , пт - сб 8.00 – 22.00",,700 – 1700 рублей средний чек,
Atlas Vin Bistro,Ресторан,"Санкт - Петербург , 2 - я Советская , 4б","пн 9.30 – 18.00 , вт - вс 9.30 – 23.00",,1700 – 3000 рублей средний чек,
Atom Heart Coffee,Кофейня,"Санкт - Петербург , просп.Добролюбова , 5 / 1","пн - пт 8.30 – 20.00 , сб - вс 10.00 – 20.00",,,
Atrio,Ресторан,"Санкт - Петербург , Невский просп., 7 – 9 , отель Wawelberg","пн - пт 7.00 – 11.00 , 12.00 – 15.00 , сб - вс 7.00 – 12.00 , 13.00 – 15.00",,Больше 3000 рублей средний чек,
Atrium,Ресторан,"Санкт - Петербург , Рюхина , 9а",пн - вс 7.00 – 10.00,,700 – 1700 рублей средний чек,
Atrium,Кафе,"Санкт - Петербург , Невский просп., 15 , отель « Талион Империал »",пн - вс 7.30 – 23.00,,1700 – 3000 рублей средний чек,
Aura Lounge Bar,Ресторан,"Санкт - Петербург , Всеволожский р - н , Кудрово , Венская , 4 , корп.1","пн - пт 15.00 – 3.00 , сб - вс 14.00 – 5.00",,,
Avant...apres,Кофейня,"Санкт - Петербург , Савушкина , 36",пн - вс 10.00 – 22.00,,До 700 рублей средний чек,
Avenue 43 / 1,Ресторан,"Санкт - Петербург , Лермонтовский просп., 43 / 1 , гостиница « Азимут »",пн - вс 7.00 – 23.00,,700 – 1700 рублей средний чек,
Avgvst,Кофейня,"Санкт - Петербург , Рубинштейна , 16",пн - вс 10.00 – 22.00,,,
Avocado Queen,Ресторан,"Санкт - Петербург , Итальянская , 21","пн - чт , вс 12.00 – 23.00 , пт - сб 12.00 – 0.00",,1700 – 3000 рублей средний чек,
Avokado Point,Ресторан,"Санкт - Петербург , Большой просп.В.О., 16 / 14б , Василеостровский рынок",пн - вс 12.00 – 23.00,,До 700 рублей средний чек,
Avrora,Бар,"Санкт - Петербург , Рубинштейна , 28д","пн - чт , вс 15.00 – 23.00 , пт - сб 15.00 – 2.00",,До 700 рублей средний чек,
Azzurro,Ресторан,"Санкт - Петербург , Большой просп.П.С., 38 – 40",пн - вс 10.00 – 1.00,,700 – 1700 рублей средний чек,
Babe ' s Bakery,Кофейня,"Санкт - Петербург , Марата , 30","пн - пт 9.00 – 21.00 , сб - вс 10.00 – 21.00",,,
Babjib,Ресторан,"Санкт - Петербург , Куйбышева , 7",пн - вс 11.00 – 23.00,,700 – 1700 рублей средний чек,
Babjib,Ресторан,"Санкт - Петербург , Маяковского , 1 / 96",пн - вс 11.00 – 23.00,,700 – 1700 рублей средний чек,
Babjib,Ресторан,"Санкт - Петербург , 6 - я линия В.О., 23",пн - вс 11.00 – 23.00,,700 – 1700 рублей средний чек,
Bacchus,Бар,"Санкт - Петербург , Караванная , 7",пн - вс 13.00 – 1.00,,700 – 1700 рублей средний чек,
Backstage Coffee,Кофейня,"Санкт - Петербург , Кантемировская , 33","пн - пт 8.30 – 21.30 , сб - вс 10.00 – 21.30",,,
Bad Habits,Бар,"Санкт - Петербург , Ломоносова , 2",пн - вс 21.00 – 9.00,,,
Bagatelle,Кафе,"Санкт - Петербург , Б.Конюшенная , 1",пн - вс 12.00 – 23.00,,700 – 1700 рублей средний чек,
Baggins Coffee,Кофейня,"Санкт - Петербург , Комендантский просп., 11 , МФК Miller",пн - вс 9.00 – 22.00,,,
Baggins Coffee,Кофейня,"Санкт - Петербург , Казанская пл., 3","пн - сб 8.15 – 21.00 , вс 8.30 – 21.00",,,
Baggins Coffee,Кофейня,"Санкт - Петербург , Лиговский просп., 161","пн - сб 8.00 – 21.00 , вс 9.00 – 20.00",,,
Baggins Coffee,Кофейня,"Санкт - Петербург , Радищева , 39","пн - пт 8.00 – 21.00 , сб - вс 9.00 – 19.00",,,
Baggins Coffee,Кофейня,"Санкт - Петербург , М.Посадская , 17","пн - пт 8.00 – 22.00 , сб - вс 9.00 – 21.00",,,
Baggins Coffee,Кофейня,"Санкт - Петербург , Каменноостровский просп., 42","пн - пт 8.15 – 21.00 , сб - вс 9.15 – 21.00",,,
Baggins Coffee,Кофейня,"Санкт - Петербург , 8 - я линия В.О., 49","пн - сб 8.00 – 21.00 , вс 8.00 – 20.00",,,
Baggins Coffee,Кофейня,"Санкт - Петербург , Садовая , 7",пн - вс 9.00 – 21.00,,,
Baggins Coffee,Кофейня,"Санкт - Петербург , Большой просп.П.С., 5",пн - вс 9.00 – 21.00,,,
Baggins Coffee,Кофейня,"Санкт - Петербург , 22 - я линия В.О., 5","пн - пт 8.00 – 20.00 , сб 9.00 – 19.00",,,
Baggins Coffee,Кофейня,"Санкт - Петербург , 1 - я Красноармейская , 15 , ТОЦ « Измайловский гостиный двор »",пн - вс 9.00 – 22.00,,,
Baggins Coffee,Кофейня,"Санкт - Петербург , Лиговский просп., 119","пн - сб 8.00 – 21.00 , вс 9.00 – 21.00",,,
Baggins Coffee,Кофейня,"Санкт - Петербург , Невский просп., 111","пн - сб 8.00 – 21.00 , вс 9.00 – 21.00",,,
Baggins Coffee,Кофейня,"Санкт - Петербург , наб.Мартынова , 20",пн - вс 9.00 – 21.00,,,
Baggins Coffee,Кофейня,"Санкт - Петербург , Б.Морская , 67",пн - сб 8.00 – 19.00,,,
Baggins Coffee,Кофейня,"Санкт - Петербург , Лиговский просп., 153 , ТРК « Лигов »","пн - сб 8.15 – 21.00 , вс 8.45 – 21.00",,,
Baggins Coffee,Кофейня,"Санкт - Петербург , Дыбенко , 24",пн - вс 9.15 – 20.45,,,
Baggins Coffee,Кофейня,"Санкт - Петербург , Правды , 16","пн - пт 8.00 – 20.00 , сб 9.00 – 18.00 , вс 10.00 – 18.00",,,
Baggins Coffee,Кофейня,"Санкт - Петербург , Галерный пр., 3",пн - пт 9.00 – 18.00,,,
Baggins Coffee,Кофейня,"Санкт - Петербург , Цветочная , 16 , стр.1","пн - пт 8.30 – 18.00 , сб 10.00 – 18.00",,,
Baggins Coffee,Кофейня,"Санкт - Петербург , просп Металлистов , 7",пн - пт 8.15 – 18.00,,,
Baggins Coffee,Кофейня,"Санкт - Петербург , Ворошилова , 2 , БЦ « Охта »",пн - пт 9.00 – 19.00,,,
Baggins Coffee,Кофейня,"Санкт - Петербург , Невский просп., 74 – 76","пн - пт 8.00 – 21.00 , сб - вс 9.00 – 20.00",,,
Baggins Coffee,Кофейня,"Санкт - Петербург , Петровский просп., 5","пн - пт 8.00 – 21.00 , сб - вс 9.00 – 21.00",,,
Baggins Coffee,Кофейня,"Санкт - Петербург , Средний просп.В.О., 13","пн - пт 8.00 – 21.00 , сб - вс 9.00 – 21.00",,,
Baggins Coffee,Кофейня,"Санкт - Петербург , Садовая , 26","пн - пт 8.00 – 21.00 , сб - вс 9.00 – 21.00",,,
Baggins Coffee,Кофейня,"Санкт - Петербург , пл.Стачек , 4",пн - вс 9.15 – 21.00,,,
Baggins Coffee,Кофейня,"Санкт - Петербург , Московский просп., 166","пн - пт 8.00 – 21.00 , сб - вс 9.00 – 20.00",,,
Baggins Coffee,Кофейня,"Санкт - Петербург , 6 - я линия В.О., 53",пн - вс 9.00 – 21.00,,,
Baggins Coffee,Кофейня,"Санкт - Петербург , Измайловский просп., 25",пн - вс 9.00 – 21.00,,,
Baggins Coffee,Кофейня,"Санкт - Петербург , Невский просп., 124",пн - вс 8.00 – 21.00,,,
Baggins Coffee,Кофейня,"Санкт - Петербург , просп.Шаумяна , 10 , корп.1",пн - вс 8.00 – 20.00,,,
Baggins Coffee,Кофейня,"Санкт - Петербург , Типанова , 3","пн - пт 8.00 – 21.00 , сб 9.00 – 20.00",,,
Baggins Coffee,Кофейня,"Санкт - Петербург , Захарьевская , 14","пн - пт 8.00 – 21.00 , сб 9.00 – 20.00",,,
Baggins Coffee,Кофейня,"Санкт - Петербург , Приморский просп., 149 , корп.1",пн - вс 8.00 – 21.00,,,
Baggins Coffee,Кофейня,"Санкт - Петербург , просп.Науки , 19 , корп.1","пн - пт 8.00 – 21.00 , сб 9.00 – 20.00",,,
Baggins Coffee,Кофейня,"Санкт - Петербург , Политехническая , 29","пн - пт 8.00 – 21.00 , сб - вс 9.00 – 20.00",,,
Baggins Coffee,Кофейня,"Санкт - Петербург , Кузнечный пер., 15",пн - вс 9.00 – 22.00,,,
Baggins Coffee,Кофейня,"Санкт - Петербург , Невский просп., 173","пн - пт 8.00 – 21.00 , сб - вс 9.00 – 20.00",,,
Baggins Coffee,Кофейня,"Санкт - Петербург , Академика Лебедева , 33",пн - вс 9.00 – 21.00,,,
Baggins Coffee,Кофейня,"Санкт - Петербург , Кирочная , 17",пн - вс 8.00 – 21.00,,,
Baggins Coffee,Кофейня,"Санкт - Петербург , просп.Непокоренных , 2","пн - пт 8.00 – 21.00 , сб - вс 9.00 – 20.00",,,
Baggins Coffee,Кофейня,"Санкт - Петербург , Разъезжая , 41","пн - пт 8.00 – 21.30 , сб - вс 9.00 – 21.30",,,
Baggins Coffee,Кофейня,"Санкт - Петербург , Чкаловский просп., 16","пн - пт 8.00 – 21.00 , сб - вс 9.00 – 20.00",,,
Baggins Coffee,Кофейня,"Санкт - Петербург , Лиговский просп., 50 , корп.12 , литера Н","пн - пт 8.00 – 21.00 , сб - вс 9.00 – 21.00",,,
Baggins Coffee,Кофейня,"Санкт - Петербург , ​ Латышских Стрелков , 19","пн - пт 8.30 – 21.00 , сб - вс 9.00 – 21.30",,,
Baggins Coffee,Кофейня,"Санкт - Петербург , Лиговский просп., 23","пн - пт 8.00 – 21.00 , сб - вс 9.00 – 21.00",,,
Baggins Coffee,Кофейня,"Санкт - Петербург , Московский просп., 171","пн - пт 8.00 – 21.00 , сб - вс 9.00 – 21.00",,,
Baggins Coffee,Кофейня,"Санкт - Петербург , Ушаковская наб., 5а","пн - пт 7.30 – 21.00 , сб - вс 9.00 – 21.00",,,
Baggins Coffee,Кофейня,"Санкт - Петербург , Тюшина , 11","пн - пт 8.00 – 20.00 , сб - вс 9.00 – 19.00",,,
Baggins Coffee,Кофейня,"Санкт - Петербург , 16 - я линия В.О., 73","пн - пт 8.00 – 21.00 , сб - вс 9.00 – 21.00",,,
Baggins Coffee,Кофейня,"Санкт - Петербург , просп.Стачек , 54","пн - пт 8.00 – 19.30 , сб - вс 10.00 – 19.00",,,
Baggins Coffee,Кофейня,"Санкт - Петербург , Кингисепп , Б.Советская , 39б","пн - пт 8.00 – 21.00 , сб - вс 9.00 – 21.00",,,
Baggins Coffee,Кофейня,"Санкт - Петербург , Загородный просп., 9","пн - пт 8.00 – 21.00 , сб - вс 9.00 – 21.00",,,
Baggins Coffee,Кофейня,"Санкт - Петербург , Каменноостровский просп., 4","пн - пт 8.00 – 21.00 , сб - вс 9.00 – 20.00",,,
Bahroma,Ресторан,"Санкт - Петербург , просп.Славы , 33",пн - вс 12.00 – 3.00,,700 – 1700 рублей средний чек,
Bahroma,Ресторан,"Санкт - Петербург , Доблести , 35",пн - вс 12.00 – 3.00,,700 – 1700 рублей средний чек,
Bahroma,Ресторан,"Санкт - Петербург , Большой просп.П.С., 30","пн - чт , вс 11.00 – 1.00 , пт - сб 11.00 – 3.00",,700 – 1700 рублей средний чек,
Bahroma,Ресторан,"Санкт - Петербург , просп.Просвещения , 48",пн - вс 12.00 – 3.00,,700 – 1700 рублей средний чек,
Bahroma,Ресторан,"Санкт - Петербург , просп.Сизова , 9",пн - вс 12.00 – 3.00,,700 – 1700 рублей средний чек,
Bahroma,Ресторан,"Санкт - Петербург , просп.Большевиков , 7 , корп.2",пн - вс 12.00 – 3.00,,700 – 1700 рублей средний чек,
Bahroma,Ресторан,"Санкт - Петербург , Савушкина , 141 , ТРК « Меркурий », 2 этаж","пн - чт , вс 11.00 – 1.00 , пт - сб 11.00 – 3.00",,700 – 1700 рублей средний чек,
Bahroma,Ресторан,"Санкт - Петербург , наб.Обводного канала , 118 , фуд - молл Vokzal 1853 , 2 этаж","пн - чт , вс 12.00 – 23.00 , пт - сб 12.00 – 1.00",,700 – 1700 рублей средний чек,
Bahroma,Ресторан,"Санкт - Петербург , Звездная , 4 , корп.2",пн - вс 12.00 – 3.00,,700 – 1700 рублей средний чек,
Bahroma,Ресторан,"Санкт - Петербург , Балканская пл., 5 , литера Ю , ТРК « Балкания Nova »",пн - вс 12.00 – 3.00,,700 – 1700 рублей средний чек,
Bahroma,Ресторан,"Санкт - Петербург , Заневский просп., 65 , стр.1 , ТЦ « Перрон »",пн - вс 12.00 – 3.00,,700 – 1700 рублей средний чек,
Bake Me Up,Кофейня,"Санкт - Петербург , Фонарный пер., 8",пн - вс 8.00 – 21.00,,До 700 рублей средний чек,
Bakery 6 ' 11,Пекарня,"Санкт - Петербург , Парашютная , 61 , корп.1","пн - пт 8.00 – 22.00 , сб - вс 9.00 – 22.00",,,
Balagan,Ресторан,"Санкт - Петербург , Малый просп.П.С., 54 – 56",пн - вс 7.55 – 23.30,,,
Balcon,Бар,"Санкт - Петербург , Большой просп.П.С., 84 , 5 этаж","пн - чт 12.00 – 1.00 , пт 12.00 – 3.00 , сб 14.00 – 3.00 , вс 14.00 – 1.00",,700 – 1700 рублей средний чек,
Bali,Ресторан,"Санкт - Петербург , Савушкина , 98",пн - вс 11.00 и до последнего посетителя,,1700 – 3000 рублей средний чек,
Bali,Кафе,"Санкт - Петербург , Торфяная дорога , 9",пн - вс 10.00 – 20.00,,700 – 1700 рублей средний чек,
Banquet Hall,Банкетный зал,"Санкт - Петербург , Большой просп.П.С., 79",по предварительной договоренности,,,
Bao.Café,Стритфуд,"Санкт - Петербург , ​ Морская наб., 17 , корп.2",пн - вс 11.00 – 23.00,,До 700 рублей средний чек,
Bao.Café,Стритфуд,"Санкт - Петербург , просп.​ Королева , 65",пн - вс 11.00 – 23.00,,До 700 рублей средний чек,
Bao Mochi,Ресторан,"Санкт - Петербург , Жуковского , 2",пн - вс 11.00 – 23.00,,700 – 1700 рублей средний чек,
Bao Mochi,Ресторан,"Санкт - Петербург , Большой просп.В.О., 16 / 14б , Василеостровский рынок",пн - вс 12.00 – 23.00,,700 – 1700 рублей средний чек,
Bar 76,Бар,"Санкт - Петербург , Малый просп.П.С., 76 / 17","пн - чт , вс 13.00 – 2.00 , пт - сб 13.00 – 4.00",,700 – 1700 рублей средний чек,
Barashki,Караоке,"Санкт - Петербург , Ефимова , 2 , ТРК « Пик », 5 этаж","пн - чт , вс 11.00 – 1.00 , пт - сб 11.00 – 5.00",,700 – 1700 рублей средний чек,
Barbaris,Ресторан,"Санкт - Петербург , Тамбасова , 4","пн - чт , вс 12.00 – 23.00 , пт - сб 12.00 – 2.00",,700 – 1700 рублей средний чек,
Barbaris,Кафе,"Санкт - Петербург , Гатчинский р - н , Коммунар , Ленинградское ш., 3а","пн 13.00 – 23.00 , вт - сб 12.00 – 23.00 , вс 12.00 – 22.00",,До 700 рублей средний чек,
Barbazan,Бар,"Санкт - Петербург , Невский просп., 49 / 2 , Radisson Royal Hotel , 1 этаж",пн - вс 6.30 – 22.30,,1700 – 3000 рублей средний чек,
Barbolin House,Бар,"Санкт - Петербург , Балтийский б - р , 4","пн - чт 12.00 – 0.00 , пт 12.00 – 2.00 , сб 11.00 – 2.00 , вс 11.00 – 0.00",,700 – 1700 рублей средний чек,
Barbolin House,Бар,"Санкт - Петербург , Московский просп., 183 – 185 , литера Б",пн - вс 11.00 – 23.00,,700 – 1700 рублей средний чек,
Bar BQ Night,Ресторан,"Санкт - Петербург , Ломоносова , 16","пн - чт , вс 11.00 – 0.00 , пт - сб 11.00 – 2.00",,700 – 1700 рублей средний чек,
Bar BQ Night,Ресторан,"Санкт - Петербург , Маяковского , 25",пн - вс 12.00 – 0.00,,700 – 1700 рублей средний чек,
Bardobar,Бар,"Санкт - Петербург , Чайковского , 36","пн - пт 11.00 и до последнего посетителя , сб 14.00 и до последнего посетителя , вс 16.00 и до последнего посетителя",,700 – 1700 рублей средний чек,
Bar - in,Бар,"Санкт - Петербург , Индустриальный просп., 40 / 1 , комплекс « Любим Rest », 2 этаж","пн - вт , вс 12.00 – 0.00 , ср - чт 12.00 – 2.00 , пт - сб 12.00 – 6.00",,700 – 1700 рублей средний чек,
Bar In,Кафе,"Санкт - Петербург , Московский просп., 30",пн - пт 9.00 – 18.00,,До 700 рублей средний чек,
Barking,Бар,"Санкт - Петербург , наб.реки Фонтанки , 59","пн - вт , вс 18.00 – 2.00 , ср - сб 18.00 – 5.00",,До 700 рублей средний чек,
Bar & Pizza Duck,Бар,"Санкт - Петербург , Валерия Гаврилина , 13 , корп.1",пн - вс 14.00 – 2.00,,До 700 рублей средний чек,
Barra Cholo,Ресторан,"Санкт - Петербург , Академика Павлова , 6 , корп.1",пн - вс 12.00 – 1.00,,700 – 1700 рублей средний чек,
Barraquito Сafé,Кафе,"Санкт - Петербург , наб.канала Грибоедова , 17",пн - вс 10.00 – 22.00,,700 – 1700 рублей средний чек,
Basic,Кофейня,"Санкт - Петербург , 6 - я линия В.О., 25","пн - сб 8.00 – 22.00 , вс 10.00 – 22.00",,,
Basket Kebab,Ресторан,"Санкт - Петербург , ​ Обручевых , 5 , стр.1",пн - вс 9.00 – 23.00,,До 700 рублей средний чек,
Batista,Ресторан,"Санкт - Петербург , Васи Алексеева , 6 , дисконт - центр « Румба », 3 этаж",пн - вс 10.00 – 22.00,,,
Batista,Ресторан,"Санкт - Петербург , просп.Энгельса , 154 , ТРК « Гранд - каньон », 3 этаж",пн - вс 10.00 – 22.00,,,
Batista,Ресторан,"Санкт - Петербург , просп.Культуры , 1 , ТРК « Родео - драйв », 3 этаж",пн - вс 10.00 – 22.00,,,
Batista,Ресторан,"Санкт - Петербург , Индустриальный просп., 24 , ТРЦ « Июнь »",пн - вс 10.00 – 22.00,,,
Batista,Ресторан,"Санкт - Петербург , Варшавская , 3 , МЦ « Мебельный континент », 1 этаж",пн - вс 10.00 – 22.00,,,
Batista,Ресторан,"Санкт - Петербург , Балканская пл., 5 , литера И , ТРК « Балканский - 1 », 3 этаж",пн - вс 10.00 – 22.00,,,
Batista,Ресторан,"Санкт - Петербург , просп.Стачек , 99а , ТРК « Континент », 1 этаж",пн - вс 10.00 – 22.00,,,
Batista,Ресторан,"Санкт - Петербург , Петергофское ш., 51 , ТРЦ « Жемчужная плаза », 2 этаж",пн - вс 10.00 – 22.00,,,
Bazar,Кофейня,"Санкт - Петербург , Выборгское ш., 13 , ТК « Экополис »",пн - вс 11.00 – 21.00,,,
Bazar,Кофейня,"Санкт - Петербург , Маршала Говорова , 35 , корп.5 , БЦ « Терминал »",пн - пт 8.00 – 19.00,,,
Bazar,Кофейня,"Санкт - Петербург , Красногвардейская пл., 3",пн - вс 9.00 – 21.00,,,
Bazil Group,Ресторан,,,,,
BB & Burgers,Ресторан,"Санкт - Петербург , Пулковское ш., 60 , корп.1 , Outlet Village Пулково",пн - вс 10.00 – 21.00,,До 700 рублей средний чек,
BB & Burgers,Ресторан,"Санкт - Петербург , Лиговский просп., 30а , ТРЦ « Галерея », 4 этаж",пн - вс 10.00 – 23.00,,До 700 рублей средний чек,
BBQ Beer Restaurant,"бар, паб","Санкт - Петербург , 7 - я линия В.О., 44","пн - чт , вс 12.00 – 1.00 , пт - сб 12.00 – 3.00",,700 – 1700 рублей средний чек,
BBQ Beer Restaurant,"бар, паб","Санкт - Петербург , Нахимова , 20","пн - чт , вс 12.00 – 1.00 , пт - сб 12.00 – 3.00",,700 – 1700 рублей средний чек,
BBQ Beer Restaurant,"бар, паб","Санкт - Петербург , просп.Просвещения , 80 , ТК « Кубик »","пн - чт , вс 12.00 – 1.00 , пт - сб 12.00 – 3.00",,700 – 1700 рублей средний чек,
BBQ Beer Restaurant,"бар, паб","Санкт - Петербург , просп.Космонавтов , 65 , корп.2","пн - чт , вс 12.00 – 1.00 , пт - сб 12.00 – 3.00",,700 – 1700 рублей средний чек,
BBQ Beer Restaurant,"бар, паб","Санкт - Петербург , Всеволожский р - н , Мурино , б - р Менделеева , 11 , корп.3","пн - чт , вс 12.00 – 1.00 , пт - сб 12.00 – 3.00",,700 – 1700 рублей средний чек,
BBQ Burgers,Ресторан,"Санкт - Петербург , ​ Кораблестроителей , 31 , стр.7",пн - вс 11.00 – 23.00,,До 700 рублей средний чек,
BBQ Shaverma,Стритфуд,"Санкт - Петербург , Большой просп.В.О., 32 / 12",пн - вс 11.00 – 23.00,,До 700 рублей средний чек,
BBQ Shaverma,Стритфуд,"Санкт - Петербург , Чайковского , 57",пн - вс 11.00 – 23.00,,До 700 рублей средний чек,
Beans & Water,Кофейня,"Санкт - Петербург , ​ Бухарестская , 67 , корп.1","пн - пт 8.00 – 20.00 , сб 9.00 – 20.00",,,
