name,category,address,hours,rating,avg_bill,middle_coffee_cup
Coffee bon,Кофейня,"Санкт - Петербург , Пионерская , 21 , ТК « Пионер »","пн - пт 8.00 – 20.00 , сб - вс 9.00 – 20.00",,,
Coffee bon,Кофейня,"Санкт - Петербург , Большой просп.В.О., 64","пн - пт 8.00 – 20.00 , сб - вс 9.00 – 20.00",,,
Coffee bon,Кофейня,"Санкт - Петербург , Ломоносова , 1","пн - пт 8.00 – 20.00 , сб - вс 9.00 – 20.00",,,
Coffee bon,Кофейня,"Санкт - Петербург , Греческий просп., 19","пн - пт 8.00 – 20.00 , сб - вс 9.00 – 20.00",,,
Coffee bon,Кофейня,"Санкт - Петербург , Моховая , 26","пн - пт 8.00 – 20.00 , сб - вс 9.00 – 20.00",,,
Coffee bon,Кофейня,"Санкт - Петербург , Автовская , 3","пн - пт 8.00 – 20.00 , сб - вс 9.00 – 20.00",,,
Coffee bon,Кофейня,"Санкт - Петербург , Старо - Петергофский просп., 42","пн - пт 8.00 – 20.00 , сб - вс 9.00 – 20.00",,,
Coffee bon,Кофейня,"Санкт - Петербург , Ланское ш., 5","пн - пт 8.00 – 20.00 , сб - вс 9.00 – 20.00",,,
Coffee bon,Кофейня,"Санкт - Петербург , Богатырский просп., 5 , корп.1","пн - пт 8.00 – 20.00 , сб - вс 9.00 – 20.00",,,
Coffee bon,Кофейня,"Санкт - Петербург , Туристская , 24","пн - пт 8.00 – 20.00 , сб - вс 9.00 – 20.00",,,
Coffee bon,Кофейня,"Санкт - Петербург , 6 - я линия В.О., 43а","пн - пт 8.00 – 20.00 , сб - вс 9.00 – 20.00",,,
Coffee bon,Кофейня,"Санкт - Петербург , Кантемировская , 17","пн - пт 8.00 – 20.00 , сб - вс 9.00 – 20.00",,,
Coffee bon,Кофейня,"Санкт - Петербург , 9 - я линия В.О., 48","пн - пт 8.00 – 20.00 , сб - вс 9.00 – 20.00",,,
Coffee bon,Кофейня,"Санкт - Петербург , Декабристов , 46","пн - пт 8.00 – 20.00 , сб - вс 9.00 – 20.00",,,
Coffee Boutique,Кофейня,"Санкт - Петербург , Ропшинская , 3 – 5","пн - пт 9.00 – 21.00 , сб - вс 11.00 – 21.00",,,
Coffee Break,Кофейня,"Санкт - Петербург , Звездная , 5 , корп.1","пн - пт 8.00 – 20.00 , сб - вс 11.00 – 21.00",,,
Coffee.com,Кофейня,"Санкт - Петербург , Лиговский просп., 153 , ТРК « Лигов », 1 этаж",пн - вс 10.00 – 22.00,,До 700 рублей средний чек,
Coffee Cube,Кофейня,"Санкт - Петербург , Пулковское ш., 70г","пн - пт 7.00 – 21.00 , сб - вс 9.00 – 21.00",,,
Coffee Cube,Кофейня,"Санкт - Петербург , Савушкина , 141 , ТРК « Меркурий »",пн - вс 10.00 – 22.00,,,
Coffee Cube,Кофейня,"Санкт - Петербург , Коломяжский просп., 19в , АЗС « Линос »","пн - пт 8.00 – 22.00 , сб - вс 9.00 – 22.00",,,
Coffee Cube,Кофейня,"Санкт - Петербург , Таврический пер., 13а , АЗС « ПТК »","пн - пт 7.00 – 21.00 , сб - вс 9.00 – 21.00",,,
Coffee Cube,Кофейня,"Санкт - Петербург , Витебский просп., 30в , АЗС « Газпромнефть »","пн - пт 8.00 – 21.00 , сб - вс 9.00 – 21.00",,,
Coffee Cube,Кофейня,"Санкт - Петербург , Хрустальная , 21к",пн - вс 9.00 – 21.00,,,
Coffee Cube,Кофейня,"Санкт - Петербург , просп.Испытателей , 2 , корп.7","пн - пт 8.00 – 22.00 , сб - вс 10.00 – 22.00",,,
Coffee Cube,Кофейня,"Санкт - Петербург , Южное ш., 39 , корп.6 , ТД « Петрович »",пн - вс 9.00 – 21.00,,,
Coffee Cube,Кофейня,"Санкт - Петербург , Шелгунова , 12 , корп.2","пн - пт 7.30 – 21.30 , сб - вс 9.00 – 21.30",,,
Coffee Drink,Кофейня,"Санкт - Петербург , Пискаревский просп., 25 , БЦ « Пискаревский »",пн - пт 9.00 – 18.00,,,
Coffee Drink,Кофейня,"Санкт - Петербург , Гапсальская , 5 , БЦ « Балтика »",пн - пт 9.00 – 18.15,,,
Coffee Drink,Кофейня,"Санкт - Петербург , Туристская , 23 , корп.2","пн - пт 8.00 – 21.00 , сб - вс 10.00 – 21.00",,,
Coffee Energy,Кофейня,"Санкт - Петербург , ​ Привокзальная пл., 3п","пн - пт 8.00 – 20.00 , сб 9.00 – 21.00 , вс 9.00 – 20.00",,,
Coffee Energy,Кофейня,"Санкт - Петербург , ​ Приозерское ш., 16 , корп.1","пн - пт 8.00 – 20.00 , сб 9.00 – 21.00 , вс 9.00 – 20.00",,,
Coffee Energy,Кофейня,"Санкт - Петербург , ​ Всеволжский р - н , пос.Бугры , Шоссейная , 7","пн - пт 7.30 – 20.00 , сб 8.30 – 21.00 , вс 9.00 – 20.00",,,
Coffee in Motion,Кофейня,"Санкт - Петербург , Бухарестская , 6",пн - пт 9.00 – 18.00,,,
Coffee Like,Кофейня,"Санкт - Петербург , Московский просп., 195","пн - пт 8.00 – 23.00 , сб - вс 8.00 – 22.30",,,
Coffee Like,Кофейня,"Санкт - Петербург , пл.Стачек , 9 , универмаг « Кировский »","пн - пт 7.30 – 21.00 , сб - вс 9.00 – 20.00",,,
Coffee Like,Кофейня,"Санкт - Петербург , Гражданский просп., 116ж",пн - вс 7.00 – 23.00,,,
Coffee Like,Кофейня,"Санкт - Петербург , Федора Абрамова , 8","пн - пт 7.30 – 21.00 , сб - вс 8.00 – 21.00",,,
Coffee Like,Кофейня,"Санкт - Петербург , Загородный просп., 52 , в здании Витебского вокзала",пн - вс 8.00 – 21.00,,,
Coffee Like,Кофейня,"Санкт - Петербург , просп.Большевиков , 19а",пн - вс 8.00 – 22.00,,,
Coffee Like,Кофейня,"Санкт - Петербург , б - р Новаторов , 81","пн - пт 7.00 – 23.00 , сб - вс 8.00 – 22.00",,,
Coffee Like,Кофейня,"Санкт - Петербург , Пулковская , 14а","пн - пт 8.00 – 22.00 , сб - вс 9.00 – 22.00",,,
Coffee Like,Кофейня,"Санкт - Петербург , просп.Энгельса , 113",пн - вс 8.00 – 21.00,,,
Coffee Like,Кофейня,"Санкт - Петербург , Брантовская дорога , 3 , ТРЦ « Охта - молл », 3 этаж",пн - вс 10.00 – 20.00,,,
Coffee Like,Кофейня,"Санкт - Петербург , Енотаевская , 3","пн - пт 8.30 – 20.30 , сб - вс 9.00 – 20.30",,,
Coffee Like,Кофейня,"Санкт - Петербург , Невский просп., 32",пн - вс 9.00 – 22.00,,,
Coffee Like,Кофейня,"Санкт - Петербург , Богатырский просп., 55 , корп.1","пн - пт 8.00 – 22.00 , сб - вс 10.00 – 22.00",,,
Coffee Like,Кофейня,"Санкт - Петербург , Тепловозная , 31 , ТЦ « Порт Находка »","пн - пт 7.00 – 21.00 , сб - вс 7.30 – 20.00",,,
Coffee Like,Кофейня,"Санкт - Петербург , Бассейная , 39",пн - вс 7.00 – 22.00,,,
Coffee Like,Кофейня,"Санкт - Петербург , Смолячкова , 19",пн - вс 8.00 – 21.00,,,
Coffee Like,Кофейня,"Санкт - Петербург , Московский просп., 23",пн - вс 9.00 – 21.00,,,
Coffee Like,Кофейня,"Санкт - Петербург , Кантемировская , 25",пн - вс 9.00 – 22.00,,,
Coffee Like,Кофейня,"Санкт - Петербург , наб.канала Грибоедова , 18 – 20",пн - вс 9.00 – 22.00,,,
Coffee Like,Кофейня,"Санкт - Петербург , Загородный просп., 36",пн - вс 8.00 – 21.00,,,
Coffee Like,Кофейня,"Санкт - Петербург , Политехническая , 28","пн - пт 8.00 – 21.00 , сб - вс 10.00 – 20.00",,,
Coffee Like,Кофейня,"Санкт - Петербург , Российский просп., 8",пн - вс 8.00 – 21.00,,,
Coffee Like,Кофейня,"Санкт - Петербург , Каменноостровский просп., 2","пн - пт 8.00 – 22.30 , сб - вс 8.00 – 22.00",,,
Coffee Like,Кофейня,"Санкт - Петербург , Всеволожский р - н , Мурино , б - р Менделеева , 10","пн - пт 7.30 – 22.00 , сб - вс 8.00 – 22.00",,,
Coffee Like,Кофейня,"Санкт - Петербург , Звездная , 8","пн - пт 8.00 – 22.00 , сб - вс 9.00 – 21.00",,,
Coffee Like,Кофейня,"Санкт - Петербург , Маршала Говорова , 12","пн - пт 8.00 – 21.00 , сб - вс 9.00 – 21.00",,,
Coffee Like,Кофейня,"Санкт - Петербург , Невский просп., 85 , в здании Московского вокзала",пн - вс 6.30 – 23.00,,,
Coffee Like,Кофейня,"Санкт - Петербург , Бухарестская , 72 , корп.8","пн - пт 7.00 – 21.00 , сб - вс 8.00 – 21.00",,,
Coffee Like,Кофейня,"Санкт - Петербург , Лиговский просп., 41 / 83",пн - вс 9.00 – 23.00,,,
Coffee Like,Кофейня,"Санкт - Петербург , Б.Зеленина , 24",пн - пт 8.00 – 20.00,,,
Coffee Like,Кофейня,"Санкт - Петербург , просп.Испытателей , 35б","пн - пт 8.00 – 22.00 , сб - вс 9.00 – 21.00",,,
Coffee Like,Кофейня,"Санкт - Петербург , наб.канала Грибоедова , 17","пн - пт 8.00 – 20.00 , сб - вс 12.00 – 23.00",,,
Coffee Like,Кофейня,"Санкт - Петербург , наб.Обводного канала , 122",пн - вс 9.00 – 22.00,,,
Coffee Like,Кофейня,"Санкт - Петербург , Федора Абрамова , 4",пн - вс 8.00 – 21.00,,,
Coffee Like,Кофейня,"Санкт - Петербург , просп.Медиков , 1а","пн - пт 7.30 – 21.00 , сб - вс 8.00 – 21.00",,,
Coffee Like,Кофейня,"Санкт - Петербург , Б.Московская , 1",пн - вс 9.00 – 22.00,,,
Coffee Like,Кофейня,"Санкт - Петербург , Невский просп., 128",пн - вс 9.00 – 22.00,,,
Coffee Like,Кофейня,"Санкт - Петербург , Индустриальный просп., 24 , ТРЦ « Июнь »",пн - вс 10.00 – 22.00,,,
Coffee Like,Кофейня,"Санкт - Петербург , Московский просп., 2",пн - вс 7.00 – 20.30,,,
Coffee Like,Кофейня,"Санкт - Петербург , Садовая , 32",пн - вс 9.00 – 21.00,,,
Coffee Like,Кофейня,"Санкт - Петербург , Комсомола , 35","пн - пт 7.30 – 21.00 , сб - вс 8.00 – 21.00",,,
Coffee Like,Кофейня,"Санкт - Петербург , наб.Обводного канала , 120 , в здании Балтийского вокзала",пн - сб 7.00 – 22.00,,,
Coffee Like,Кофейня,"Санкт - Петербург , Каменноостровский просп., 42б",пн - пт 8.30 – 20.00,,,
Coffee Like,Кофейня,"Санкт - Петербург , Всеволожский р - н , Мурино , просп.Авиаторов Балтики , 11 / 1","пн - пт 7.30 – 22.00 , сб - вс 8.00 – 22.00",,,
Coffee Like,Кофейня,"Санкт - Петербург , просп.Стачек , 96","пн - пт 8.00 – 21.00 , сб - вс 9.00 – 21.00",,,
Coffee Like,Кофейня,"Санкт - Петербург , просп.Непокоренных , 2",пн - вс 9.00 – 22.00,,,
Coffee Like,Кофейня,"Санкт - Петербург , просп.Просвещения , 34",пн - вс 8.00 – 22.00,,,
Coffee Like,Кофейня,"Санкт - Петербург , Ярослава Гашека , 6б","пн - пт 8.00 – 21.00 , сб - вс 9.00 – 21.00",,,
Coffeelomka,Кофейня,"Санкт - Петербург , ​ просп.Королева , 59 , корп.5",пн - вс 8.00 – 21.00,,,
Coffeelomka,Кофейня,"Санкт - Петербург , ​ Всеволожский р - н , Мурино , ш.В Лаврики , 85",пн - вс 7.00 – 20.00,,,
Coffee Love,Кафе,"Санкт - Петербург , Петергоф , Санкт - Петербургский просп., 41",пн - вс 10.00 – 23.00,,700 – 1700 рублей средний чек,
Coffee Mira 37,Кофейня,"Санкт - Петербург , Мира , 37",пн - вс 8.00 – 22.00,,,
Coffee Miru,Кофейня,"Санкт - Петербург , Восстания , 24 , пространство « Флигель »","пн - пт 11.00 – 21.00 , сб - вс 12.00 – 21.00",,До 700 рублей средний чек,
Coffee Moose,Кофейня,"Санкт - Петербург , Старо - Петергофский просп., 21","пн - пт 8.00 – 21.00 , сб - вс 8.00 – 20.00",,,
Coffee Moose,Кофейня,"Санкт - Петербург , Кадетская линия В.О., 31","пн - пт 8.00 – 20.00 , сб - вс 10.00 – 20.00",,,
Coffee Moose,Кофейня,"Санкт - Петербург , Литейный просп., 34","пн - пт 8.00 – 21.00 , сб - вс 10.00 – 21.00",,,
Coffee Moose,Кофейня,"Санкт - Петербург , Михаила Дудина , 23 , корп.1","пн - пт 7.30 – 22.00 , сб - вс 10.00 – 22.00",,,
Coffee Moose,Кофейня,"Санкт - Петербург , Петрозаводская , 13","пн - пт 8.00 – 20.00 , сб - вс 10.00 – 20.00",,,
Coffeenomica,Кофейня,"Санкт - Петербург , Литейный просп., 62 , пространство « Третье место »","пн , ср - чт , вс 10.00 – 22.00 , пт - сб 11.00 – 23.00",,,
Coffee Playz,Кофейня,"Санкт - Петербург , ​ Варшавская , 23 , корп.1","пн - пт 8.00 – 20.00 , сб - вс 9.00 – 21.00",,,
Coffee Racer,Кофейня,"Санкт - Петербург , Введенская , 22","пн - пт 8.00 – 20.00 , сб - вс 9.00 – 20.00",,,
Coffee Room,Кофейня,"Санкт - Петербург , Каменноостровский просп., 22","пн - пт 9.00 – 23.00 , сб - вс 10.00 – 23.00",,700 – 1700 рублей средний чек,
Coffee Room Coworking,Кофейня,"Санкт - Петербург , пл.Льва Толстого , 1 – 3 , 3 этаж , коворкинг « Ясная Поляна »","пн - пт 9.00 – 23.00 , сб - вс 10.00 – 23.00",,700 – 1700 рублей средний чек,
Coffee Room Fit,Кофейня,"Санкт - Петербург , Петроградская наб., 18 , литера А","пн - пт 9.00 – 23.00 , сб - вс 10.00 – 22.00",,700 – 1700 рублей средний чек,
Coffee Room Street,Кофейня,"Санкт - Петербург , Гороховая , 11","пн - чт , вс 10.00 – 23.00 , пт - сб 10.00 – 1.00",,700 – 1700 рублей средний чек,
Coffee Route 90,Кофейня,"Санкт - Петербург , Кузнечный пер., 3",пн - вс 8.00 – 20.00,,,
Coffeers,Кофейня,"Санкт - Петербург , Старопетергофский просп., 43 – 45",пн - вс 8.00 – 21.00,,,
Coffeers,Кофейня,"Санкт - Петербург , Каменноостровский просп., 42а","пн - сб 8.00 – 22.00 , вс 9.00 – 20.30",,,
Coffeers,Кофейня,"Санкт - Петербург , Марата , 9","пн - пт 7.30 – 23.00 , сб 9.00 – 23.00 , вс 9.00 – 22.00",,,
Coffeers,Кофейня,"Санкт - Петербург , наб.Крюкова канала , 7",пн - вс 9.00 – 22.00,,,
Coffeers,Кофейня,"Санкт - Петербург , ​ Коломяжский просп., 15д","пн - пт 8.00 – 21.00 , сб - вс 9.00 – 21.00",,,
Coffeers,Кофейня,"Санкт - Петербург , ​ Кронверкский просп., 49","пн - пт 8.00 – 20.00 , сб - вс 9.00 – 20.00",,,
Coffee Science,Кофейня,"Санкт - Петербург , Мясная , 18","пн - пт 8.00 – 19.00 , сб 9.00 – 15.00",,,
Coffeeshop Company,Кофейня,"Санкт - Петербург , Московский просп., 216",пн - вс 8.00 – 23.00,,До 700 рублей средний чек,
Coffeeshop Company,Кофейня,"Санкт - Петербург , Кирочная , 19 / 46",пн - вс 7.00 – 23.00,,До 700 рублей средний чек,
Coffeeshop Company,Кофейня,"Санкт - Петербург , Малый просп.В.О., 88а , ТРК « Шкиперский молл »",пн - вс 10.00 – 22.00,,До 700 рублей средний чек,
Coffeeshop Company,Кофейня,"Санкт - Петербург , Каменноостровский просп., 2","пн - чт , вс 7.00 – 23.30 , пт - сб круглосуточно",,До 700 рублей средний чек,
Coffeeshop Company,Кофейня,"Санкт - Петербург , Коломяжский просп., 19 , ТЦ « Капитолий на Пионерской »",пн - вс 10.00 – 22.00,,До 700 рублей средний чек,
Coffeeshop Company,Кофейня,"Санкт - Петербург , Типанова , 27 / 39 , ТК « Космос », 1 этаж",пн - вс 10.00 – 22.00,,До 700 рублей средний чек,
Coffeeshop Company,Кофейня,"Санкт - Петербург , Фучика , 2 , ТРЦ « Рио »",пн - вс 10.00 – 22.00,,До 700 рублей средний чек,
Coffeeshop Company,Кофейня,"Санкт - Петербург , просп.Культуры , 1 , ТРК « Родео - драйв »",пн - вс 9.00 – 22.00,,До 700 рублей средний чек,
Coffeeshop Company,Кофейня,"Санкт - Петербург , Б.Московская , 3",пн - вс 8.00 – 23.30,,До 700 рублей средний чек,
Coffeeshop Company,Кофейня,"Санкт - Петербург , Льва Толстого , 9 , МФК « Толстой - сквер »",пн - вс 9.00 – 22.00,,До 700 рублей средний чек,
Coffeeshop Company,Кофейня,"Санкт - Петербург , Комендантский просп., 11 , МФК Miller",пн - вс 10.00 – 22.00,,До 700 рублей средний чек,
Coffeeshop Company,Кофейня,"Санкт - Петербург , Невский просп., 22",круглосуточно,,До 700 рублей средний чек,
Coffeeshop Company,Кофейня,"Санкт - Петербург , Невский просп., 100","пн - чт , вс 8.00 – 1.30 , пт - сб круглосуточно",,До 700 рублей средний чек,
Coffeeshop Company,Кофейня,"Санкт - Петербург , Невский просп., 114 – 116 , ТК « Невский центр »",пн - вс 10.00 – 23.00,,До 700 рублей средний чек,
Coffeeshop Company,Кофейня,"Санкт - Петербург , просп.Савушкина , 126 , ТРК « Атлантик - сити »","пн - пт 8.00 – 23.00 , сб - вс 9.00 – 23.00",,До 700 рублей средний чек,
Coffeeshop Company,Кофейня,"Санкт - Петербург , Финляндский просп., 4а , БЦ « Петровский форт », уровень А","пн - пт 9.00 – 20.00 , сб 10.00 – 18.00",,До 700 рублей средний чек,
Coffeeshop Company,Кофейня,"Санкт - Петербург , Полюстровский просп., 84а , ТРК « Европолис »",пн - вс 10.00 – 22.00,,До 700 рублей средний чек,
Coffeeshop Company,Кофейня,"Санкт - Петербург , Коллонтай , 3 , ТРК « Лондон - молл »",пн - вс 10.00 – 22.00,,До 700 рублей средний чек,
Coffeeshop Company,Кофейня,"Санкт - Петербург , просп.Славы , 43","пн - пт 9.00 – 22.00 , сб - вс 10.00 – 22.00",,До 700 рублей средний чек,
Coffee SOS,Кофейня,"Санкт - Петербург , Всеволожский р - н , Кудрово , Европейский просп., 1в",пн - вс 10.00 – 22.00,,,
Coffee SOS,Кофейня,"Санкт - Петербург , Петергофское ш., 51в","пн - пт 8.00 – 22.30 , сб - вс 10.00 – 22.00",,,
Coffee SOS,Кофейня,"Санкт - Петербург , Адмирала Трибуца , 7в","пн - пт 8.00 – 22.30 , сб - вс 10.00 – 22.00",,,
Coffee SOS,Кофейня,"Санкт - Петербург , просп.Космонавтов , 14б",пн - вс 10.00 – 22.00,,,
Coffee SOS,Кофейня,"Санкт - Петербург , Приморский просп., 72б",пн - вс 10.00 – 22.00,,,
Coffee SOS,Кофейня,"Санкт - Петербург , Якорная , 5б",пн - вс 10.00 – 22.00,,,
Coffee SOS,Кофейня,"Санкт - Петербург , Таллинское ш., 40а , стр.1","пн - пт 8.00 – 20.00 , сб - вс 10.00 – 20.00",,,
Coffee SOS,Кофейня,"Санкт - Петербург , Адмирала Трибуца , 7г","пн - пт 8.00 – 22.30 , сб - вс 10.00 – 22.00",,,
Coffee SOS,Кофейня,"Санкт - Петербург , Доблести , 19 , корп.3",пн - вс 9.00 – 22.00,,,
Coffee Therapy,Кофейня,"Санкт - Петербург , Каменноостровский просп., 6","пн - пт 7.55 – 22.05 , сб - вс 8.55 – 22.05",,,
Coffee Therapy,Кофейня,"Санкт - Петербург , наб.канала Грибоедова , 16","пн - пт 7.55 – 22.05 , сб - вс 8.55 – 22.05",,,
Coffee Therapy,Кофейня,"Санкт - Петербург , Средний просп.В.О., 28","пн - пт 7.55 – 22.05 , сб - вс 8.55 – 22.05",,,
Coffee Therapy,Кофейня,"Санкт - Петербург , Невский просп., 91","пн - пт 7.55 – 22.05 , сб - вс 8.55 – 22.05",,,
Coffee Therapy,Кофейня,"Санкт - Петербург , наб.канала Грибоедова , 26","пн - пт 7.55 – 22.05 , сб - вс 8.55 – 22.05",,,
Coffee Therapy,Кофейня,"Санкт - Петербург , 1 - я Советская , 12","пн - пт 7.55 – 22.05 , сб - вс 8.55 – 22.05",,,
Coffee Therapy,Кофейня,"Санкт - Петербург , пер.Гривцова , 13 / 11","пн - пт 8.00 – 21.00 , сб - вс 9.00 – 21.00",,,
Coffee Therapy,Кофейня,"Санкт - Петербург , Кирпичный пер., 3","пн - пт 7.55 – 22.05 , сб - вс 8.55 – 22.05",,,
Coffee Therapy,Кофейня,"Санкт - Петербург , просп.Испытателей , 7","пн - пт 7.55 – 22.05 , сб - вс 8.55 – 22.05",,,
Coffee Therapy,Кофейня,"Санкт - Петербург , Льва Толстого , 5","пн - пт 7.55 – 21.05 , сб - вс 8.55 – 21.05",,,
Coffee Therapy,Кофейня,"Санкт - Петербург , наб.реки Карповки , 10","пн - пт 7.55 – 21.05 , сб - вс 8.55 – 21.05",,,
Coffee Therapy,Кофейня,"Санкт - Петербург , Каменноостровский просп., 39","пн - пт 7.55 – 21.05 , сб - вс 8.55 – 21.05",,,
Coffee Therapy,Кофейня,"Санкт - Петербург , 8 - я линия В.О., 45 / 34","пн - пт 7.55 – 22.05 , сб - вс 8.55 – 22.05",,,
Coffee Therapy,Кофейня,"Санкт - Петербург , Лиговский просп., 25","пн - пт 7.55 – 22.05 , сб - вс 8.55 – 22.05",,,
Coffee to Sail,Кофейня,"Санкт - Петербург , Петровская Коса , 9 , корп.1","пн - пт 15.00 – 22.00 , сб - вс 10.00 – 22.00",,,
Coffee Way,Кофейня,"Санкт - Петербург , наб.канала Грибоедова , 54","пн - пт 8.00 – 21.00 , сб - вс 9.00 – 21.00",,,
Coffee Way,Кофейня,"Санкт - Петербург , Планерная , 59 , ТРЦ Leomall , 1 этаж",пн - вс 10.00 – 22.00,,,
Coffee Way,Кофейня,"Санкт - Петербург , Маяковского , 21а",пн - вс 8.00 – 20.00,,,
Coffee Way,Кофейня,"Санкт - Петербург , Чайковского , 38а",пн - вс 8.00 – 20.00,,,
Coffee Way,Кофейня,"Санкт - Петербург , Каменноостровский просп., 16","пн - пт 8.00 – 21.00 , сб - вс 9.00 – 21.00",,,
Coffee Wood,Кофейня,"Санкт - Петербург , Блохина , 22",пн - вс 8.00 – 21.00,,,
Coffery and Cakes,Кофейня,"Санкт - Петербург , Дегтярная , 31","пн - пт 9.00 – 21.00 , сб - вс 10.00 – 21.00",,,
Coffit,Кофейня,"Санкт - Петербург , наб.канала Грибоедова , 15",круглосуточно,,,
Coffit,Кофейня,"Санкт - Петербург , Александровский парк , 4 / 3 , литера А , МФК « Великан - парк », 1 этаж",пн - вс 10.00 – 22.00,,,
Coffit,Кофейня,"Санкт - Петербург , Лиговский просп., 30б",круглосуточно,,,
Coffit,Кофейня,"Санкт - Петербург , М.Морская , 4 / 1 , ТРК « Адмирал »",круглосуточно,,,
Coffit,Кофейня,"Санкт - Петербург , Маяковского , 2",пн - вс 7.00 – 23.00,,,
Cofico,Кофейня,"Санкт - Петербург , наб.канала Грибоедова , 81",пн - вс 8.00 – 21.00,,,
Cofilin,Кофейня,"Санкт - Петербург , Итальянская , 12","пн - сб 8.00 – 21.00 , вс 9.00 – 21.00",,,
Cofilin,Кофейня,"Санкт - Петербург , наб.Крюкова канала , 7 / 2","пн - пт 9.00 – 21.30 , сб - вс 10.00 – 21.00",,,
Cofix,Кофейня,"Санкт - Петербург , Невский просп., 81",пн - вс 8.00 – 23.00,,До 700 рублей средний чек,
Cofix,Кофейня,"Санкт - Петербург , просп.Космонавтов , 14 , ТРЦ « Радуга »",пн - вс 10.00 – 22.00,,До 700 рублей средний чек,
Cofix,Кофейня,"Санкт - Петербург , Невский просп., 11",пн - вс 9.00 – 21.00,,До 700 рублей средний чек,
Cofix,Кофейня,"Санкт - Петербург , Одоевского , 31",пн - вс 9.00 – 22.00,,До 700 рублей средний чек,
Cofix,Кофейня,"Санкт - Петербург , Владимирский просп., 23",пн - вс 8.00 – 22.00,,До 700 рублей средний чек,
Cofix,Кофейня,"Санкт - Петербург , Гражданский просп., 41б , ТРК « Академ - парк », 3 этаж",пн - вс 10.00 – 22.00,,До 700 рублей средний чек,
Cofix,Кофейня,"Санкт - Петербург , Лиговский просп., 48",пн - вс 8.00 – 23.00,,До 700 рублей средний чек,
Cofix,Кофейня,"Санкт - Петербург , Невский просп., 35 , Большой Гостиный Двор","пн - вт , пт - вс 9.30 – 22.00 , ср - чт 9.30 – 22.30",,До 700 рублей средний чек,
Cofix,Кофейня,"Санкт - Петербург , Ефимова , 1 / 4","пн - пт 7.30 – 22.30 , сб 8.30 – 22.30 , вс 9.00 – 22.30",,До 700 рублей средний чек,
Cofix,Кофейня,"Санкт - Петербург , Марата , 3","пн - пт 7.30 – 22.00 , сб - вс 8.00 – 22.00",,До 700 рублей средний чек,
Cofix,Кофейня,"Санкт - Петербург , Невский просп., 134а",пн - вс 8.00 – 23.00,,До 700 рублей средний чек,
Cofix,Кофейня,"Санкт - Петербург , Садовая , 32","пн - пт 7.30 – 22.30 , сб - вс 8.00 – 22.30",,До 700 рублей средний чек,
Cofix,Кофейня,"Санкт - Петербург , Лиговский просп., 30а , ТРЦ « Галерея »",пн - вс 9.00 – 22.00,,До 700 рублей средний чек,
Cofix,Кофейня,"Санкт - Петербург , Михаила Дудина , 6 , ТК « Парнас - сити »",пн - вс 10.00 – 22.00,,До 700 рублей средний чек,
Cofix,Кофейня,"Санкт - Петербург , Каменноостровский просп., 40",пн - вс 8.00 – 22.00,,До 700 рублей средний чек,
Cofix,Кофейня,"Санкт - Петербург , Загородный просп., 52",пн - вс 9.00 – 22.00,,До 700 рублей средний чек,
Cofix,Ресторан,"Санкт - Петербург , Московский просп., 165",пн - вс 8.00 – 23.00,,До 700 рублей средний чек,
Cofix,Кофейня,"Санкт - Петербург , Б.Морская , 7","пн - пт 8.00 – 21.30 , сб - вс 10.00 – 21.30",,До 700 рублей средний чек,
Cofix,Кофейня,"Санкт - Петербург , Пулковское ш., 25 , корп.1 , ТРК « Лето »",пн - вс 10.00 – 22.00,,До 700 рублей средний чек,
Colors,Кофейня,"Санкт - Петербург , Ленина , 27","пн - пт 9.00 – 21.00 , сб - вс 10.00 – 21.00",,,
Come Mode Café,Кафе,"Санкт - Петербург , Парадная , 3 , корп.2","пн - пт 8.00 – 23.00 , сб - вс 9.00 – 23.00",,1700 – 3000 рублей средний чек,
Comix Smoke,Ресторан,"Санкт - Петербург , Воронежская , 26 – 28",пн - вс 18.00 – 0.00,,,
Commode,Бар,"Санкт - Петербург , Невский просп., 47","пн - чт , вс 18.00 – 5.00 , пт - сб 18.00 – 7.00",,,
Commons,Ресторан,"Санкт - Петербург , наб.канала Грибоедова , 39","пн - пт 17.00 – 23.00 , сб - вс 13.00 – 23.00",,1700 – 3000 рублей средний чек,
Complimenti,Ресторан,"Санкт - Петербург , 6 - я линия В.О., 21","пн - чт , вс 9.00 – 23.00 , пт - сб 9.00 – 1.00",,До 700 рублей средний чек,
Concord,Ресторан,,по предварительной договоренности,,,
Con coronel,Ресторан,"Санкт - Петербург , Савушкина , 133 , корп.1",пн - вс 11.00 – 0.00,,700 – 1700 рублей средний чек,
Con coronel,Ресторан,"Санкт - Петербург , Шкапина , 10",пн - вс 11.00 – 0.00,,700 – 1700 рублей средний чек,
Cookies Café,Кофейня,"Санкт - Петербург , Моховая , 14",пн - вс 10.00 – 21.00,,До 700 рублей средний чек,
Cookshop.Crepes & Galettes,Кафе,"Санкт - Петербург , Казанская , 24","пн - сб 9.30 – 22.30 , вс 9.30 – 21.00",,700 – 1700 рублей средний чек,
Corner Coffee,Кофейня,"Санкт - Петербург , пер.Пирогова , 18","пн - пт 10.00 – 20.00 , сб - вс 12.00 – 20.00",,,
Cosmo Bar,Бар,"Санкт - Петербург , Думская , 5","пн - чт , вс 12.00 – 5.00 , пт - сб 12.00 – 6.00",,,
