name,category,address,hours,rating,avg_bill,middle_coffee_cup
Mr.Pho Bo,Фастфуд,"Новосибирск , Далидовича , 121",пн - вс 10.00 – 22.00,,До 700 рублей средний чек,
Mr.Pho Bo,Фастфуд,"Новосибирск , Красный просп., 28",пн - сб 10.00 – 22.00,,До 700 рублей средний чек,
Mr.Raf,Кофейня,"Новосибирск , Крылова , 36",пн - пт 8.30 – 18.00,,,
Mstar,Ресторан,"Новосибирск , Линейная , 43 , корп.1",пн - сб 9.00 – 21.00,,До 700 рублей средний чек,
Musetti,Кондитерская,"Новосибирск , Ватутина , 107 , ТЦ « Мега Новосибирск »",пн - вс 10.00 – 22.00,,,
My Chef,Ресторан,"Новосибирск , Красный просп., 67",,,,
Nebar.Novosibirsk,Бар,"Новосибирск , Ядринцевская , 14",пн - вс 18.00 – 6.00,,700 – 1700 рублей средний чек,
Nemo,Ресторан,"Новосибирск , Советская , 18","пн - чт , вс 11.00 – 0.00 , пт - сб 11.00 – 2.00",,700 – 1700 рублей средний чек,
New Mexico,Ресторан,"Новосибирск , Красный просп., 17 , ТЦ « Бутон »","пн - пт 11.00 – 1.00 , сб - вс 12.00 – 1.00",,700 – 1700 рублей средний чек,
New York Pizza,Фастфуд,"Новосибирск , Гоголя , 13 , ТРЦ « Галерея Новосибирск », 3 этаж",пн - вс 10.00 – 22.00,,До 700 рублей средний чек,
New York Pizza,Фастфуд,"Новосибирск , Ватутина , 107 , ТЦ « Мега Новосибирск », 1 этаж",пн - вс 10.00 – 22.00,,До 700 рублей средний чек,
New York Pizza,Фастфуд,"Новосибирск , просп.Карла Маркса , 24",пн - вс 9.00 – 22.00,,До 700 рублей средний чек,
New York Pizza,Фастфуд,"Новосибирск , Красный просп., 101 , ТРК « Ройял - парк », 2 этаж",пн - вс 10.00 – 22.00,,До 700 рублей средний чек,
New York Pizza,Фастфуд,"Новосибирск , Курчатова , 1 , ТРК « Голден - парк », 3 этаж",пн - вс 10.00 – 22.00,,До 700 рублей средний чек,
New York Pizza,Фастфуд,"Новосибирск , Богдана Хмельницкого , 4а",пн - вс 9.00 – 22.00,,До 700 рублей средний чек,
New York Pizza,Фастфуд,"Новосибирск , Кутателадзе , 4 / 4 , 3 этаж",пн - вс 10.00 – 22.00,,До 700 рублей средний чек,
New York Pizza,Фастфуд,"Новосибирск , Выборная , 140",пн - вс 9.00 – 22.00,,До 700 рублей средний чек,
New York Pizza,Фастфуд,"Новосибирск , Красный просп., 25 / 1 , корп.1",пн - вс 9.00 – 22.00,,До 700 рублей средний чек,
New York Pizza,Фастфуд,"Новосибирск , Фрунзе , 238 , ТРЦ « Сибирский молл »",пн - вс 10.00 – 22.00,,,
Nobody Knows I Suppose,Бар,"Новосибирск , Красный просп., 22",ср - сб 20.00 – 3.00,,,
Noname.brew,Кофейня,"Новосибирск , Коммунистическая , 45","пн - чт 7.45 – 22.00 , пт 7.45 – 0.00 , сб 12.00 – 0.00 , вс 12.00 – 22.00",,,
Noodle Police,Ресторан,"Новосибирск , Красный просп., 22",пн - вс 12.00 – 0.00,,700 – 1700 рублей средний чек,
"No Spicy , Please",Ресторан,"Новосибирск , Орджоникидзе , 18","пн - чт , вс 12.00 – 0.00 , пт - сб 12.00 – 1.00",,700 – 1700 рублей средний чек,
"No Spicy , Please",Ресторан / Новое,"Новосибирск , просп.Карла Маркса , 28 / 1","пн - чт , вс 12.00 – 0.00 , пт - сб 12.00 – 1.00",,700 – 1700 рублей средний чек,
Nota bene,Ресторан,,,,,
Nuts Café,Кафе / Новое,"Новосибирск , Кошурникова , 23 / 3",пн - вс 9.00 – 21.00,,700 – 1700 рублей средний чек,
O2,Ресторан,"Новосибирск , Красный просп., 28","пн - чт , вс 14.00 – 2.00 , пт - сб 14.00 – 4.00",,,
Om Nirvana,Ресторан,"Новосибирск , Красный просп., 29 / 1 , ТЦ « Пирамида »","пн - чт , вс 12.00 – 0.00 , пт - сб 12.00 – 2.00",,До 700 рублей средний чек,
Organic Coffee,Кофейня,"Новосибирск , Красный просп., 17 , ТЦ « Бутон »",пн - вс 7.30 – 22.30,,,
Organic Coffee,Кофейня,"Новосибирск , просп.Карла Маркса , 47",пн - вс 7.30 – 22.30,,,
Organic Coffee,Кофейня,"Новосибирск , Ленина , 8",пн - вс 7.30 – 22.30,,,
Oscar,Ресторан,"Новосибирск , просп.Дзержинского , 1 / 1",пн - вс 16.00 и до последнего посетителя,,,
Osushi,Ресторан,"Новосибирск , Военная , 5 , ТРЦ « Аура »",пн - вс 10.00 – 22.00,,До 700 рублей средний чек,
Palermo,Кафе,"Новосибирск , 2 - я Линейная , 2б",ср - вс 10.00 – 0.00,,До 700 рублей средний чек,
Panificio,Ресторан,"Новосибирск , Балтийская , 29 , ТЦ « Балтийский »",пн - вс 10.00 – 22.00,,До 700 рублей средний чек,
Panificio,Ресторан,"Новосибирск , ​ Кузьмы Минина , 9 / 3",пн - вс 10.00 – 22.00,,До 700 рублей средний чек,
Papa Carlo,Ресторан,"Новосибирск , Красный просп., 77б",пн - в 10.00 – 23.00,,700 – 1700 рублей средний чек,
Papa Carlo,Ресторан,"Новосибирск , Серебренниковская , 9",пн - вс 10.00 – 23.00,,700 – 1700 рублей средний чек,
Paradise Hall,Банкетный зал,"Новосибирск , Ядринцевская , 14",по предварительной договоренности,,,
Pardon My French,Ресторан,"Новосибирск , Коммунистическая , 34 , 1 этаж","пн - чт 18.00 – 1.00 , пт 18.00 – 2.00 , сб 12.00 – 2.00 , вс 12.00 – 1.00",,700 – 1700 рублей средний чек,
Park & Pizza,Ресторан,"Новосибирск , Ядринцевская , 18","пн - чт 10.00 – 22.00 , пт 10.00 – 23.00 , сб 11.00 – 23.00 , вс 11.00 – 22.00",,До 700 рублей средний чек,
Park & Pizza,Ресторан,"Новосибирск , Большевистская , 112 , 1 этаж","пн - чт , вс 10.00 – 22.00 , пт - сб 10.00 – 1.00",,До 700 рублей средний чек,
Park & Pizza,Ресторан,"Новосибирск , Немировича - Данченко , 142 , ТРК « Горский »",пн - вс 11.00 – 23.00,,До 700 рублей средний чек,
Parovarka,Ресторан,"Новосибирск , Челюскинцев , 44",пн - пт 8.00 – 20.00,,До 700 рублей средний чек,
Paulaner,"бар, паб","Новосибирск , Дмитрия Шамшурина , 37 , отель Park Inn by Radisson Novosibirsk",круглосуточно,,700 – 1700 рублей средний чек,
Pavlova,Кофейня,"Новосибирск , Геодезическая , 4 / 1 , ТЦ « Амстердам »",пн - вс 9.00 – 20.00,,,
People ' s,Бар,"Новосибирск , Дуси Ковальчук , 179 / 4 , ТРК « Калина - центр »",круглосуточно,,700 – 1700 рублей средний чек,
People ' s,Бар,"Новосибирск , Вокзальная магистраль , 16",круглосуточно,,700 – 1700 рублей средний чек,
Perfetto,Кафе,"Новосибирск , Державина , 92","пн - пт 9.00 – 22.00 , сб - вс 10.00 – 22.00",,До 700 рублей средний чек,
Performance,Банкетный зал,"Новосибирск , Объединения , 100 / 6 , 2 этаж",по предварительной договоренности,,,
Pharos Shawarma,Ресторан,"Новосибирск , Фадеева , 57 / 1",пн - вс 10.00 – 22.00,,До 700 рублей средний чек,
Pho,Ресторан,"Новосибирск , Коммунистическая , 45",вт - вс 12.00 – 21.00,,До 700 рублей средний чек,
Pho,Ресторан,"Новосибирск , Ленина , 25",вт - вс 12.00 – 21.00,,До 700 рублей средний чек,
Pho,Ресторан,"Новосибирск , Мичурина , 12 , ТК « Центральный рынок »",вт - вс 10.30 – 17.30,,До 700 рублей средний чек,
Pho,Ресторан,"Новосибирск , Ленина , 3 , гостиница « Центральная »",вт - вс 12.00 – 21.00,,До 700 рублей средний чек,
Pho,Ресторан,"Новосибирск , Геодезическая , 4 / 1 , ТЦ « Амстердам »",вт - вс 12.00 – 21.00,,До 700 рублей средний чек,
Pho Xua,Ресторан,"Новосибирск , Красный просп., 101 , ТРК « Ройял - парк »",пн - вс 10.00 – 22.00,,До 700 рублей средний чек,
Piccolo,Кондитерская,"Новосибирск , Ватутина , 107 , ТЦ « Мега Новосибирск »",пн - вс 10.00 – 22.00,,,
Pitchii Coffee and Waffles,Кофейня,"Новосибирск , Ленина , 9","пн - пт 8.00 – 22.00 , сб - вс 9.00 – 22.00",,До 700 рублей средний чек,
Pizza City,Ресторан,"Новосибирск , ​ Владимира Заровного , 26 / 1",пн - вс 11.00 – 22.00,,До 700 рублей средний чек,
Pizza Gravity 54,Ресторан,"Новосибирск , ​ Бориса Богаткова , 253 / 3",пн - вс 10.00 – 21.00,,До 700 рублей средний чек,
Pizza счастья,Ресторан,"Новосибирск , просп.​ Академика Сандахчиева , 9",пн - вс 10.00 – 22.00,,До 700 рублей средний чек,
Plan B,Ресторан,"Новосибирск , Восход , 26 / 1",пн - вс 16.00 – 3.00,,,
"Please , Don ' t Stick",Кондитерская,"Новосибирск , Красный просп., 31 , цокольный этаж",пн - вс 12.00 – 24.00,,До 700 рублей средний чек,
Poke Top,Ресторан,"Новосибирск , Максима Горького , 81","пн - чт , вс 9.00 – 0.00 , пт - сб 9.00 – 1.00",,700 – 1700 рублей средний чек,
Pomodoro Royal,Фастфуд,"Новосибирск , Гусинобродское ш., 20 , ТРЦ « Континент »",пн - вс 10.00 – 21.00,,До 700 рублей средний чек,
Pon & Go,Ресторан,"Новосибирск , Блюхера , 47 , корп.1",пн - вс 12.00 – 0.00,,До 700 рублей средний чек,
Porter House,Бар,"Новосибирск , пос.Краснообск , Центральная , Дом связи","пн , ср - чт 16.00 – 0.00 , пт 16.00 – 2.00 , сб 14.00 – 2.00 , вс 14.00 – 0.00",,700 – 1700 рублей средний чек,
Potehin Pizza,Фастфуд,"Новосибирск , ​ Петухова , 95",пн - вс 11.00 – 22.30,,До 700 рублей средний чек,
Potehin Pizza,Фастфуд,"Новосибирск , ​ Мичурина , 20",пн - вс 11.00 – 23.00,,До 700 рублей средний чек,
Prazacka,Ресторан,"Новосибирск , Кошурникова , 8 / 1","пн - чт , вс 12.00 – 1.00 , пт - сб 12.00 – 2.00",,700 – 1700 рублей средний чек,
Prego,Кафе,"Новосибирск , пл.Труда , 1",пн - пт 8.00 – 19.00,,До 700 рублей средний чек,
Prestige,Ресторан,,,,,
Primetime,Кофейня,"Новосибирск , Советская , 23",пн - вс 9.30 – 18.00,,До 700 рублей средний чек,
Primetime,Кофейня,"Новосибирск , Орджоникидзе , 30",пн - вс 8.00 – 22.00,,До 700 рублей средний чек,
Primetime,Кофейня,"Новосибирск , Дуси Ковальчук , 179 / 5 , БЦ « Колибри »",пн - вс 9.00 – 22.00,,До 700 рублей средний чек,
Primetime,Кофейня,"Новосибирск , Советская , 8",пн - вс 10.00 – 21.00,,До 700 рублей средний чек,
Primetime,Кофейня,"Новосибирск , Красный просп., 31",пн - вс 9.30 – 21.00,,До 700 рублей средний чек,
Primetime,Кофейня,"Новосибирск , Орджоникидзе , 18",пн - вс 9.00 – 0.00,,До 700 рублей средний чек,
Primetime,Кофейня,"Новосибирск , Кирова , 23",пн - вс 9.00 – 22.00,,До 700 рублей средний чек,
Primetime,Кофейня,"Новосибирск , Красный просп., 157 / 1 , 1 этаж",пн - вс 8.00 – 21.00,,До 700 рублей средний чек,
Primetime,Кофейня,"Новосибирск , просп.Карла Маркса , 39",пн - вс 8.00 – 23.00,,До 700 рублей средний чек,
Primetime,Кофейня,"Новосибирск , Большевистская , 45 / 1",пн - вс 9.00 – 21.00,,До 700 рублей средний чек,
Primetime,Кофейня,"Новосибирск , пос.Кольцово , Никольский просп., 1",пн - вс 10.00 – 21.00,,До 700 рублей средний чек,
Primetime,Кофейня,"Новосибирск , Красный просп., 2 / 1 , супермаркет « Мегас », 1 этаж",пн - вс 9.00 – 21.00,,До 700 рублей средний чек,
Primetime,Кофейня,"Новосибирск , Выставочная , 38 / 1 , 1 этаж",пн - вс 10.00 – 18.00,,До 700 рублей средний чек,
Primetime,Кофейня,"Новосибирск , Кошурникова , 33",пн - вс 10.00 – 21.00,,До 700 рублей средний чек,
Primetime,Кофейня,"Новосибирск , Серебренниковская , 20 , 1 этаж",пн - пт 9.00 – 19.00,,До 700 рублей средний чек,
Primetime,Кофейня,"Новосибирск , Красный просп., 25 / 1 , корп.1","пн - пт 7.30 – 22.00 , сб - вс 8.00 – 22.00",,До 700 рублей средний чек,
Primetime,Кофейня,"Новосибирск , Обская , 2",пн - вс 9.00 – 20.00,,До 700 рублей средний чек,
Primetime,Кофейня,"Новосибирск , Светлановская , 50 , ТВК « Большая Медведица »",пн - вс 10.00 – 20.30,,До 700 рублей средний чек,
Primetime,Кофейня,"Новосибирск , микрорайон Стрижи , 11",пн - вс 8.00 – 22.00,,До 700 рублей средний чек,
Primetime,Кофейня,"Новосибирск , Краснообск , 6 - й микрорайон , 1","пн - пт 6.55 – 21.00 , сб - вс 8.00 – 21.00",,До 700 рублей средний чек,
Primetime,Кофейня,"Новосибирск , Героев Революции , 64",пн - вс 8.00 – 22.00,,До 700 рублей средний чек,
Primetime Family Café,Кафе,"Новосибирск , Красный просп., 157 / 1 , 1 этаж",пн - вс 10.00 – 22.00,,700 – 1700 рублей средний чек,
Primo Grill,Ресторан,"Новосибирск , Каменская , 55",пн - вс 10.00 – 22.00,,До 700 рублей средний чек,
Pro - testo,Ресторан,"Новосибирск , пос.Кольцово , Вознесенская , 3",пн - вс 9.00 – 21.00,,До 700 рублей средний чек,
Public,Паб,"Новосибирск , Советская , 52",пн - вс 12.00 – 1.00,,700 – 1700 рублей средний чек,
Pura Vida,Кафе,"Новосибирск , ​ Сибревкома , 9","пн - чт , вс 11.00 – 0.00 , пт - сб 11.00 – 2.00",,700 – 1700 рублей средний чек,
Qoob,Ресторан,"Новосибирск , Красный просп., 33","пн - чт , вс 15.00 – 2.00 , пт - сб 15.00 – 4.00",,До 700 рублей средний чек,
Ragu Café,Кафе,"Новосибирск , Красный просп., 17 , ТЦ « Бутон », 8 – 9 этаж","пн - чт , вс 12.00 – 2.00 , пт - сб 12.00 – 4.00",,700 – 1700 рублей средний чек,
Red Hot Pizza,Ресторан,"Новосибирск , Военная , 5 , ТРЦ « Аура »",пн - вс 10.00 – 22.00,,До 700 рублей средний чек,
Red Rabbit,Бар,"Новосибирск , Ильича , 8","бар : пн - чт , вс 12.00 – 0.00 , пт - сб 12.00 – 2.00 ; кофейня : пн - вс 8.00 – 0.00",,700 – 1700 рублей средний чек,
Respublica,Бар,"Новосибирск , Ленина , 6","пн - чт , вс 12.00 – 2.00 , пт - сб 12.00 – 6.00",,700 – 1700 рублей средний чек,
Respublica,Бар,"Новосибирск , Гоголя , 33 / 1","пн - чт , вс 12.00 – 1.00 , пт - сб 12.00 – 4.00",,700 – 1700 рублей средний чек,
Respublica,Бар,"Новосибирск , Бориса Богаткова , 201 / 1 , 2 этаж","пн - чт , вс 12.00 – 1.00 , пт - сб 12.00 – 4.00",,700 – 1700 рублей средний чек,
Respublica,Бар,"Новосибирск , Фрунзе , 5","пн - чт , вс 12.00 – 1.00 , пт - сб 12.00 – 4.00",,700 – 1700 рублей средний чек,
Respublica,Бар,"Новосибирск , Дуси Ковальчук , 179 / 2 , 1 этаж","пн - чт 11.00 – 1.00 , пт 11.00 – 4.00 , сб 12.00 – 4.00 , вс 12.00 – 1.00",,700 – 1700 рублей средний чек,
Respublica,Бар,"Новосибирск , Покрышкина , 6","пн - чт 11.00 – 1.00 , пт 11.00 – 4.00 , сб 12.00 – 4.00 , вс 12.00 – 1.00",,700 – 1700 рублей средний чек,
River Park,Кафе,"Новосибирск , Добролюбова , 2 , отель River Park Hotel",пн - вс 7.00 – 0.00,,700 – 1700 рублей средний чек,
Riverside Bar & Food,Бар,"Новосибирск , Большевистская , 128","пн - чт , вс 18.00 – 1.00 , пт - сб 15.00 – 2.00",,700 – 1700 рублей средний чек,
Robusta,Кофейня,"Новосибирск , Инженерная , 20",пн - пт 9.00 – 18.00,,До 700 рублей средний чек,
Robusta,Кофейня,"Новосибирск , Николаева , 11 , 13 этаж",пн - пт 9.00 – 18.00,,До 700 рублей средний чек,
Rock Coffee Altay,Кофейня,"Новосибирск , Сакко и Ванцетти , 77","пн - пт 8.00 – 20.00 , сб 10.00 – 20.00",,,
Rock Coffee Altay,Кофейня,"Новосибирск , Большевистская , 52 / 1","пн - пт 8.00 – 20.00 , сб - вс 10.00 – 20.00",,,
Roma Antica,Ресторан,"Новосибирск , Серебренниковская , 9 , 1 этаж",пн - вс 10.00 – 23.00,,700 – 1700 рублей средний чек,
Romanov,Ресторан,"Новосибирск , Арбузова , 6 / 2 , Park Wood Hotel , 1 этаж",круглосуточно,,700 – 1700 рублей средний чек,
Royal Pub,Бар,"Новосибирск , Немировича - Данченко , 146 / 2","пн - чт , вс 11.00 – 23.00 , пт - сб 10.00 – 0.00",,До 700 рублей средний чек,
Rustico Pizza,Ресторан,"Новосибирск , ​ Петухова , 14б",пн - вс 9.00 – 22.00,,До 700 рублей средний чек,
Sagittarius,Банкетный зал,"Новосибирск , пос.Садовый , Березовая 14 / 7 , резиденция Sagittarius",по предварительной договоренности,,,
Salt,Винотека,"Новосибирск , Фрунзе , 3",вт - вс 12.00 – 0.00,,1700 – 3000 рублей средний чек,
Santa Coffee,Кофейня,"Новосибирск , пл.Карла Маркса , 3 , ТОЦ « Версаль », 1 этаж",пн - вс 10.00 – 21.00,,,
Santa Coffee,Кофейня,"Новосибирск , пл.Карла Маркса , 2 , ТЦ Festival Gallery , 1 этаж",пн - вс 10.00 – 21.00,,,
Santa Coffee,Кофейня,"Новосибирск , Красный просп., 218 / 2","пн - пт 7.30 – 20.00 , сб - вс 9.00 – 19.00",,,
Santa Coffee,Кофейня,"Новосибирск , Красный просп., 161",пн - вс 10.00 – 22.00,,,
Santa Coffee,Кофейня,"Новосибирск , ​ Немировича - Данченко , 148 / 2","пн - пт 7.30 – 23.00 , сб - вс 9.00 – 23.00",,,
Schale,Кафе,"Новосибирск , Петухова , 38",пн - вс 11.00 – 2.00,,До 700 рублей средний чек,
Schmidt,Пекарня,"Новосибирск , Гоголя , 9",пн - вс 8.00 – 22.00,,,
Schmidt,Пекарня,"Новосибирск , Вокзальная магистраль , 16",пн - вс 8.00 – 22.00,,,
Schmidt,Пекарня,"Новосибирск , Челюскинцев , 18 / 1",пн - вс 8.00 – 21.30,,,
Schmidt,Пекарня,"Новосибирск , Ленина , 12 , 2 этаж",пн - вс 8.00 – 22.00,,,
Schulz,Бар,"Новосибирск , Советская , 20","пн - чт 12.00 – 0.00 , пт 12.00 – 2.00 , сб 14.00 – 2.00 , вс 14.00 – 0.00",,700 – 1700 рублей средний чек,
Schulz,Бар,"Новосибирск , Фрунзе , 4 , цокольный этаж","пн - чт 12.00 – 0.00 , пт 12.00 – 2.00 , сб 14.00 – 2.00 , вс 14.00 – 0.00",,700 – 1700 рублей средний чек,
Schulz,Бар,"Новосибирск , Ватутина , 23 , цокольный этаж","пн - чт 12.00 – 0.00 , пт 12.00 – 2.00 , сб 14.00 – 2.00 , вс 14.00 – 0.00",,700 – 1700 рублей средний чек,
SCM,Кофейня,"Новосибирск , ​ Кирова , 29","пн - пт 7.00 – 19.00 , сб - вс 9.00 – 17.00",,,
Shabba Bar,Ресторан,"Новосибирск , Трудовая , 1 , цокольный этаж","пн - чт 14.00 – 2.00 , пт - вс 14.00 – 5.00",,,
Shaurmeals,Ресторан,"Новосибирск , Дуси Ковальчук , 378а , корп.10",пн - сб 10.00 – 22.00,,До 700 рублей средний чек,
Sheih,Ресторан,"Новосибирск , Кошурникова , 39 / 1",пн - вс 15.00 – 3.00,,,
Shifu,Ресторан,"Новосибирск , Красный просп., 22 , 1 этаж","пн - чт , вс 12.00 – 22.00 , пт - сб 12.00 – 23.00",,700 – 1700 рублей средний чек,
Shurubor Coffeeshop,Кофейня,"Новосибирск , Красный просп., 77б , корп.1",пн - вс 7.30 – 22.00,,До 700 рублей средний чек,
Shurubor Coffeeshop,Кофейня,"Новосибирск , Ильича , 6",пн - вс 10.00 – 21.00,,До 700 рублей средний чек,
Shurubor Coffeeshop,Кофейня,"Новосибирск , Ленина , 3 , гостиница « Центральная »",пн - вс 7.30 – 22.00,,До 700 рублей средний чек,
Siberian Smoke,Ресторан,"Новосибирск , Красный просп., 45","пн - чт 14.00 – 1.00 , пт - вс 14.00 – 2.00",,,
Siberian Story,Кофейня,"Новосибирск , Красный просп., 11",пн - вс 7.30 – 22.30,,До 700 рублей средний чек,
Siberian Story,Кофейня,"Новосибирск , Красный просп., 47",пн - вс 7.30 – 22.30,,До 700 рублей средний чек,
Siberian Story,Кофейня,"Новосибирск , Кутателадзе , 4 / 4",пн - вс 10.00 – 22.30,,До 700 рублей средний чек,
Siesta,Банкетный зал,"Новосибирск , Петухова , 22",по предварительной договоренности,,,
Silver,Банкетный зал,"Новосибирск , Дуси Ковальчук , 252",по предварительной договоренности,,,
Sinlun,Ресторан,"Новосибирск , Кирова , 29",пн - вс 11.00 – 0.00,,700 – 1700 рублей средний чек,
Skopin,Винотека,"Новосибирск , Колыванская , 8",пн - вс 12.00 – 0.00,,1700 – 3000 рублей средний чек,
Skuratov Coffee,Кофейня,"Новосибирск , Ватутина , 107 , ТЦ « Мега Новосибирск »",пн - вс 10.00 – 22.00,,,
Skuratov Coffee,Кофейня,"Новосибирск , Советская , 18",пн - вс 6.55 – 23.05,,,
Skuratov Coffee,Кофейня,"Новосибирск , ​ Геодезическая , 2 / 1",пн - вс 6.55 – 23.55,,,
Sky City,Спортбар,"Новосибирск , Немировича - Данченко , 142 , ТРК « Горский »","пн - чт 12.00 – 0.00 , пт 12.00 – 6.00 , сб 10.00 – 6.00 , вс 10.00 – 0.00",,700 – 1700 рублей средний чек,
Sky City,Ресторан,,,,,
Skyexpo,Ресторан,"Новосибирск , Станционная , 100",круглосуточно,,700 – 1700 рублей средний чек,
Sky Lounge,Ресторан,"Новосибирск , просп.Димитрова , 4 / 1 , БЦ « Кобра »","пн - пт 12.00 – 0.00 , сб - вс 15.00 – 15.00",,700 – 1700 рублей средний чек,
Sloyka,Пекарня,"Новосибирск , Иванова , 29",пн - вс 8.00 – 21.00,,До 700 рублей средний чек,
Smoking,Ресторан,"Новосибирск , Гоголя , 42","пн - чт , вс 15.00 – 2.00 , пт - сб 15.00 – 4.00",,,
Softhard Bar,Бар,"Новосибирск , Инженерная , 4а","пн 12.00 – 1.00 , вт - чт 12.00 – 2.00 , пт 12.00 – 3.00 , сб 14.00 – 3.00 , вс 14.00 – 1.00",,До 700 рублей средний чек,
Sokol Coffee,Кофейня,"Новосибирск , Военная , 5 , ТРЦ « Аура »",пн - вс 10.00 – 22.00,,,
Solo,Банкетный зал,"Новосибирск , Станиславского , 40",по предварительной договоренности,,,
Solo,Банкетный зал,"Новосибирск , Серафимовича , 25",по предварительной договоренности,,,
Sparks Downtown Kitchen,Кафе,"Новосибирск , Красный просп., 37","пн - чт , вс 12.00 – 1.00 , пт - сб 12.00 – 2.00",,700 – 1700 рублей средний чек,
Sparks Home Kitchen,Кафе,"Новосибирск , Ильича , 8","пн - чт , вс 12.00 – 1.00 , пт - сб 12.00 – 2.00",,700 – 1700 рублей средний чек,
SPB,Фастфуд,"Новосибирск , Фрунзе , 49 / 3","пн - чт , вс 10.00 – 22.00 , пт - сб 10.00 – 0.00",,До 700 рублей средний чек,
Spot & Choo ' s Burgers,Ресторан,"Новосибирск , Ильича , 10",пн - вс 12.00 – 0.00,,До 700 рублей средний чек,
Stan Lee,Ресторан,"Новосибирск , Урицкого , 32",пн - вс 12.00 – 3.00,,,
Subway,Фастфуд,"Новосибирск , Дмитрия Шамшурина , 43 , 1 этаж",круглосуточно,,До 700 рублей средний чек,
Sun Rise,Кафе,"Новосибирск , Динамовцев , 1",пн - вс 11.00 – 0.00,,700 – 1700 рублей средний чек,
Superego,Ресторан,"Новосибирск , Ленина , 12","пн - чт , вс 12.00 – 2.00 , пт - сб 12.00 – 4.00",,До 700 рублей средний чек,
Superego,Кофейня,"Новосибирск , микрорайон Стрижи , 10","пн - пт 8.00 – 22.00 , сб - вс 9.00 – 22.00",,До 700 рублей средний чек,
Svoboda,Кофейня,"Новосибирск , ​ просп.Строителей , 21",пн - вс 11.00 – 21.00,,,
Svoboda,Кофейня,"Новосибирск , ​ прос.Академика Сандахчиева , 1",пн - вс 10.00 – 21.00,,,
Sweetness,Кондитерская,"Новосибирск , Геодезическая , 4 / 1 , ТЦ « Амстердам »",пн - вс 9.00 – 21.00,,До 700 рублей средний чек,
Taqueria del centro,Бар,"Новосибирск , Ленина , 9","пн - чт , вс 12.00 – 0.00 , пт - сб 12.00 – 2.00",,До 700 рублей средний чек,
Tasty Room,Ресторан,"Новосибирск , ​ Дмитрия Шамшурина , 47б",пн - вс 10.00 – 20.00,,До 700 рублей средний чек,
Tata Tomato,Ресторан,"Новосибирск , Иванова , 29","пн - пт 12.00 – 22.00 , сб - вс 11.00 – 22.00",,700 – 1700 рублей средний чек,
Teahupoo Coffee Brewing Co.,Кофейня,"Новосибирск , Ильича , 10",пн - вс 7.45 – 22.45,,,
Team Grill,Бар,"Новосибирск , Ученическая , 2а",пн - вс 11.00 – 23.00,,700 – 1700 рублей средний чек,
The Chops,Ресторан,"Новосибирск , Урицкого , 17","пн - пт 17.00 – 1.00 , сб - вс 12.00 – 1.00",,700 – 1700 рублей средний чек,
The Fog,Ресторан,"Новосибирск , Геодезическая , 2 / 1","пн - чт , вс 14.00 – 1.00 , пт - сб 14.00 – 3.00",,,
The Loft Lounge,Ресторан,"Новосибирск , Коммунистическая , 45","пн - чт , вс 12.00 – 2.00 , пт - сб 12.00 – 4.00",,,
The Rooks,Бар,"Новосибирск , Коммунистическая , 45","пн - чт , вс 17.00 – 2.00 , пт - сб 17.00 – 4.00",,,
The Yogurt Shop,Кондитерская,"Новосибирск , Красный просп., 101 , ТРК « Ройял - парк », 2 этаж",пн - вс 10.00 – 22.00,,,
Time,Кафе,"Новосибирск , Большевистская , 103 , БЦ « Якутия »",пн - пт 8.00 – 17.00,,До 700 рублей средний чек,
Tolstyi Lev,Бар,"Новосибирск , Льва Толстого , 77 , гостиница Tolstogo City Hotel",пн - вс 8.00 – 20.00,,700 – 1700 рублей средний чек,
Tomyumbar,Ресторан,"Новосибирск , Мичурина , 11","пн - чт , вс 11.00 – 23.00 , пт - сб 11.00 – 0.00",,700 – 1700 рублей средний чек,
Tomyumbar,Ресторан,"Новосибирск , Красный просп., 50","пн - чт , вс 11.00 – 23.00 , пт - сб 11.00 – 0.00",,700 – 1700 рублей средний чек,
Tomyumbar,Ресторан,"Новосибирск , Ленина , 20","пн - чт , вс 11.00 – 22.00 , пт - сб 11.00 – 23.00",,700 – 1700 рублей средний чек,
Tomyumbar,Ресторан,"Новосибирск , Ватутина , 107 , ТЦ « Мега Новосибирск »",пн - вс 11.00 – 22.00,,700 – 1700 рублей средний чек,
Traveler ' s Coffee,Кофейня,"Новосибирск , Мусы Джалиля , 14 / 1",пн - вс 7.00 – 23.00,,700 – 1700 рублей средний чек,
Traveler ' s Coffee,Кофейня,"Новосибирск , Красный просп., 65",пн - вс 8.00 – 23.00,,700 – 1700 рублей средний чек,
Traveler ' s Coffee,Кофейня,"Новосибирск , пос.Кольцово , Никольский просп., 2",пн - вс 8.00 – 0.00,,700 – 1700 рублей средний чек,
Traveler ' s Coffee,Кофейня,"Новосибирск , Гоголя , 13 , ТРЦ « Галерея Новосибирск »",пн - вс 10.00 – 22.00,,700 – 1700 рублей средний чек,
Traveler ' s Coffee,Кофейня,"Новосибирск , Красный просп., 101 , ТРК « Ройял - парк »",пн - вс 10.00 – 22.00,,700 – 1700 рублей средний чек,
TRM,Бар,"Новосибирск , Коммунистическая , 43","ср - чт , вс 18.00 – 2.00 , пт - сб 18.00 – 6.00",,,
